Tempo total (s) ;Temperatura (ºC) ; Potencia atual (W) ; Saida
P:   5.68 I: 104.06 D:  26.00 Tensão:6.65 V Temperatura ambiente:     21.48ºC
240,12 ; 300,03 ;   7,206820 ;   41,93
242,12 ; 299,99 ;   8,083876 ;   46,67
244,12 ; 299,97 ;   8,419071 ;   48,05
246,13 ; 299,97 ;   8,243907 ;   47,03
248,13 ; 299,98 ;   7,905780 ;   45,30
250,13 ; 300,01 ;   7,722490 ;   44,06
252,13 ; 300,08 ;   7,543494 ;   43,35
254,13 ; 300,01 ;   6,848835 ;   39,49
256,13 ; 300,04 ;   8,775608 ;   50,26
258,13 ; 300,05 ;   7,367801 ;   42,59
260,13 ; 300,08 ;   7,544843 ;   43,64
262,13 ; 300,04 ;   7,367829 ;   42,93
264,13 ; 299,98 ;   8,242971 ;   47,76
266,14 ; 300,09 ;   8,599461 ;   49,22
268,14 ; 300,05 ;   6,511280 ;   37,10
270,14 ; 300,06 ;   8,242974 ;   47,08
272,14 ; 299,97 ;   7,725537 ;   44,14
274,14 ; 300,02 ;   9,124661 ;   52,17
276,14 ; 300,05 ;   7,206747 ;   41,53
278,14 ; 300,05 ;   7,208265 ;   41,88
280,14 ; 300,06 ;   7,723801 ;   44,75
282,14 ; 299,98 ;   7,721756 ;   44,13
284,14 ; 300,08 ;   8,759041 ;   50,91
286,15 ; 300,05 ;   6,489270 ;   37,69
288,15 ; 300,01 ;   8,063786 ;   46,46
290,15 ; 300,08 ;   8,421889 ;   48,46
292,15 ; 300,02 ;   6,848021 ;   39,40
294,15 ; 299,96 ;   8,597658 ;   49,56
296,15 ; 300,02 ;   8,603468 ;   49,29
298,15 ; 299,97 ;   7,007356 ;   40,91
300,15 ; 299,96 ;   8,419093 ;   48,68
302,15 ; 299,96 ;   7,906926 ;   45,84
304,16 ; 299,94 ;   7,900166 ;   45,27
306,16 ; 300,01 ;   8,260132 ;   47,14
308,16 ; 300,04 ;   6,849332 ;   39,82
310,16 ; 300,03 ;   7,365107 ;   42,52
312,16 ; 300,06 ;   7,907852 ;   45,44
314,16 ; 299,90 ;   7,367057 ;   42,38
316,16 ; 299,99 ;   9,998626 ;   57,74
318,16 ; 300,06 ;   6,667141 ;   38,18
320,16 ; 300,10 ;   6,847497 ;   39,50
322,16 ; 299,97 ;   7,203331 ;   41,57
324,17 ; 299,98 ;   9,637970 ;   55,02
326,17 ; 299,96 ;   7,546661 ;   43,97
328,17 ; 300,08 ;   8,083384 ;   46,99
330,17 ; 300,05 ;   6,134285 ;   35,94
332,17 ; 299,97 ;   8,061794 ;   46,45
334,17 ; 300,05 ;   8,942337 ;   51,55
336,17 ; 300,03 ;   6,667738 ;   38,37
338,17 ; 299,97 ;   8,082601 ;   46,57
340,17 ; 299,96 ;   8,596082 ;   49,82
342,17 ; 299,98 ;   7,904765 ;   45,83
344,18 ; 300,01 ;   7,545289 ;   43,39
346,18 ; 300,01 ;   7,546376 ;   43,26
348,18 ; 299,95 ;   7,721935 ;   44,99
350,18 ; 299,98 ;   8,583065 ;   49,96
352,18 ; 300,01 ;   7,362419 ;   42,24
354,18 ; 300,05 ;   7,546314 ;   43,26
356,18 ; 300,04 ;   7,189263 ;   41,26
358,18 ; 300,01 ;   7,904054 ;   45,96
360,18 ; 299,91 ;   8,241100 ;   47,29
362,18 ; 299,97 ;   9,116973 ;   52,44
364,19 ; 299,95 ;   7,187942 ;   41,18
366,19 ; 299,99 ;   8,259751 ;   47,09
368,19 ; 299,97 ;   7,209759 ;   41,63
370,19 ; 300,02 ;   8,061034 ;   46,96
372,19 ; 300,02 ;   7,209475 ;   41,50
374,19 ; 299,92 ;   7,724702 ;   44,96
376,19 ; 300,01 ;   9,118382 ;   52,42
378,19 ; 300,01 ;   6,670895 ;   38,67
380,19 ; 300,06 ;   7,883865 ;   45,01
382,19 ; 300,05 ;   7,027211 ;   40,66
384,20 ; 299,97 ;   7,904862 ;   45,31
386,20 ; 300,01 ;   8,939994 ;   51,57
388,20 ; 300,02 ;   7,365055 ;   42,11
390,20 ; 300,05 ;   7,726944 ;   44,37
392,20 ; 300,02 ;   7,185831 ;   41,84
394,20 ; 300,03 ;   8,244584 ;   47,83
396,20 ; 299,97 ;   7,546190 ;   43,70
398,20 ; 299,99 ;   8,596946 ;   49,82
400,20 ; 300,05 ;   7,547106 ;   43,35
402,21 ; 300,01 ;   7,028488 ;   40,10
404,21 ; 299,97 ;   8,421038 ;   48,44
406,21 ; 299,96 ;   8,424973 ;   48,09
408,21 ; 299,94 ;   7,884369 ;   45,83
410,21 ; 300,06 ;   8,242996 ;   47,12
412,21 ; 300,04 ;   6,155688 ;   35,45
414,21 ; 300,01 ;   8,066682 ;   46,54
416,21 ; 300,01 ;   8,242891 ;   47,29
418,21 ; 300,08 ;   7,723831 ;   44,98
420,21 ; 299,98 ;   6,832709 ;   39,39
422,22 ; 299,99 ;   9,117944 ;   52,03
424,22 ; 299,96 ;   7,727517 ;   44,49
426,22 ; 299,98 ;   8,242842 ;   47,56
428,22 ; 300,05 ;   7,544808 ;   43,39
430,22 ; 300,01 ;   6,846041 ;   39,52
432,22 ; 299,96 ;   8,423694 ;   48,43
434,22 ; 300,05 ;   8,419366 ;   48,71
436,22 ; 300,02 ;   6,488379 ;   37,79
438,22 ; 299,98 ;   8,242524 ;   47,81
440,22 ; 300,04 ;   8,245106 ;   47,41
442,23 ; 299,97 ;   7,007388 ;   40,76
444,23 ; 299,97 ;   8,760743 ;   50,39
446,23 ; 300,01 ;   7,883072 ;   45,20
448,23 ; 299,99 ;   7,384786 ;   42,10
450,23 ; 299,98 ;   8,062949 ;   46,22
452,23 ; 300,05 ;   7,902707 ;   45,69
454,23 ; 300,03 ;   6,850058 ;   39,52
456,23 ; 299,96 ;   8,064783 ;   46,57
458,23 ; 299,95 ;   8,775833 ;   50,43
460,23 ; 299,98 ;   8,065196 ;   46,49
462,24 ; 300,03 ;   7,385785 ;   42,23
464,24 ; 299,98 ;   7,185762 ;   41,39
466,24 ; 300,03 ;   8,439301 ;   48,57
468,24 ; 299,99 ;   7,207427 ;   41,38
470,24 ; 299,99 ;   8,243651 ;   47,95
472,24 ; 300,02 ;   7,885126 ;   45,07
474,24 ; 300,05 ;   7,546517 ;   43,20
476,24 ; 299,95 ;   7,208983 ;   41,82
478,24 ; 299,96 ;   9,296735 ;   53,41
480,24 ; 299,96 ;   7,726004 ;   44,09
482,25 ; 299,99 ;   7,900362 ;   45,25
484,25 ; 299,97 ;   7,387291 ;   42,77
486,25 ; 300,02 ;   8,059356 ;   46,94
488,25 ; 300,02 ;   7,206380 ;   41,48
490,25 ; 300,03 ;   7,724807 ;   44,94
492,25 ; 300,05 ;   7,546698 ;   43,70
494,25 ; 300,05 ;   7,364888 ;   42,98
496,25 ; 299,97 ;   7,724448 ;   44,70
498,25 ; 300,03 ;   8,942161 ;   51,54
500,25 ; 300,02 ;   7,027229 ;   40,22
502,26 ; 300,05 ;   8,079877 ;   46,08
504,26 ; 300,03 ;   7,210813 ;   41,81
506,26 ; 299,99 ;   8,062097 ;   46,56
508,26 ; 300,03 ;   8,242273 ;   47,93
510,26 ; 300,04 ;   7,207493 ;   41,94
512,26 ; 299,98 ;   7,724405 ;   44,20
514,26 ; 300,02 ;   8,583278 ;   49,12
516,26 ; 299,98 ;   7,365639 ;   42,60
518,26 ; 300,05 ;   8,258925 ;   47,39
520,27 ; 300,01 ;   6,851532 ;   39,49
522,27 ; 300,01 ;   8,419894 ;   48,41
524,27 ; 299,97 ;   7,726979 ;   44,95
526,27 ; 300,02 ;   8,420293 ;   48,06
528,27 ; 299,96 ;   7,185506 ;   41,45
530,27 ; 299,95 ;   8,601559 ;   49,26
532,27 ; 299,96 ;   8,062512 ;   46,47
534,27 ; 299,99 ;   7,726798 ;   44,08
536,27 ; 299,96 ;   7,369718 ;   42,75
538,27 ; 299,94 ;   8,243543 ;   47,54
540,28 ; 299,97 ;   8,243368 ;   47,10
542,28 ; 300,05 ;   7,362759 ;   42,89
544,28 ; 300,02 ;   6,668789 ;   38,36
546,28 ; 300,06 ;   8,241987 ;   47,81
548,28 ; 300,02 ;   7,203286 ;   41,19
550,28 ; 300,03 ;   8,420233 ;   48,38
552,28 ; 300,05 ;   7,546733 ;   43,67
554,28 ; 300,03 ;   7,386778 ;   42,96
556,28 ; 299,97 ;   8,060888 ;   46,55
558,28 ; 300,04 ;   8,601667 ;   49,79
560,29 ; 300,05 ;   6,830466 ;   39,58
562,29 ; 300,01 ;   7,541435 ;   43,52
564,29 ; 299,92 ;   8,424545 ;   48,40
566,29 ; 300,02 ;   8,940094 ;   51,78
568,29 ; 299,92 ;   6,493436 ;   37,99
570,29 ; 299,94 ;   9,137336 ;   52,36
572,29 ; 299,94 ;   7,724897 ;   44,21
574,29 ; 300,02 ;   7,884604 ;   45,37
576,29 ; 300,01 ;   6,847797 ;   39,16
578,30 ; 300,01 ;   7,881106 ;   45,54
580,30 ; 299,98 ;   7,724041 ;   44,97
582,30 ; 299,95 ;   8,084202 ;   46,83
584,30 ; 299,99 ;   8,423073 ;   48,21
586,30 ; 299,97 ;   7,207105 ;   41,61
588,30 ; 300,01 ;   8,063738 ;   46,93
590,30 ; 300,03 ;   7,363508 ;   42,10
592,30 ; 300,03 ;   7,546844 ;   43,11
594,30 ; 300,05 ;   7,721166 ;   44,84
596,30 ; 299,96 ;   7,369818 ;   42,97
598,31 ; 299,99 ;   9,116113 ;   52,16
600,31 ; 300,02 ;   7,367638 ;   42,75
602,31 ; 300,02 ;   7,544690 ;   43,19
604,31 ; 299,98 ;   7,730155 ;   44,92
606,31 ; 299,89 ;   8,243667 ;   47,41
608,31 ; 300,02 ;   9,117871 ;   52,57
610,31 ; 300,02 ;   6,152235 ;   35,71
612,31 ; 299,98 ;   7,723473 ;   44,93
614,31 ; 300,01 ;   8,261918 ;   47,42
616,31 ; 300,01 ;   7,565455 ;   43,25
618,32 ; 300,03 ;   7,722676 ;   44,98
620,32 ; 300,01 ;   7,548041 ;   43,11
622,32 ; 299,96 ;   8,064243 ;   46,70
624,32 ; 300,01 ;   8,420668 ;   48,71
626,32 ; 299,97 ;   7,185775 ;   41,52
628,32 ; 300,03 ;   8,424039 ;   48,08
630,32 ; 299,94 ;   7,024511 ;   40,23
632,32 ; 300,09 ;   9,121451 ;   52,30
634,32 ; 300,03 ;   5,794780 ;   33,57
636,32 ; 300,02 ;   8,422529 ;   48,87
638,33 ; 299,90 ;   8,084059 ;   46,08
640,33 ; 300,01 ;   9,474615 ;   54,25
642,33 ; 299,97 ;   6,328462 ;   36,91
644,33 ; 300,01 ;   8,419356 ;   48,09
646,33 ; 299,97 ;   7,365813 ;   42,10
648,33 ; 299,97 ;   8,422279 ;   48,09
650,33 ; 300,04 ;   7,903314 ;   45,21
652,33 ; 299,95 ;   6,847172 ;   39,62
654,33 ; 298,76 ;   9,119217 ;   52,26
656,34 ; 296,55 ;   21,656545 ;  125,00
658,34 ; 294,16 ;   21,696597 ;  125,00
660,34 ; 292,02 ;   21,692799 ;  125,00
662,34 ; 289,95 ;   21,687383 ;  125,00
664,34 ; 288,34 ;   21,685354 ;  125,00
666,34 ; 286,99 ;   21,676923 ;  125,00
668,34 ; 285,95 ;   21,673992 ;  125,00
670,34 ; 285,04 ;   21,670106 ;  125,00
672,35 ; 284,44 ;   21,666246 ;  125,00
674,35 ; 284,14 ;   21,665043 ;  125,00
676,35 ; 283,91 ;   19,817892 ;  113,72
678,35 ; 283,84 ;   19,578633 ;  112,21
680,35 ; 284,05 ;   17,645188 ;  101,63
682,35 ; 284,30 ;   14,172482 ;   82,00
684,35 ; 284,68 ;   14,012282 ;   80,03
686,35 ; 285,13 ;   12,063840 ;   69,15
688,35 ; 285,57 ;   11,014225 ;   63,01
690,36 ; 286,27 ;   11,029296 ;   63,26
692,36 ; 286,87 ;   7,174327 ;   41,81
694,36 ; 287,44 ;   8,047733 ;   46,72
696,36 ; 288,00 ;   8,249286 ;   47,16
698,36 ; 288,70 ;   7,892823 ;   45,85
700,36 ; 289,09 ;   5,628528 ;   32,74
702,36 ; 289,63 ;   9,470662 ;   54,75
704,36 ; 290,09 ;   7,184590 ;   41,84
706,36 ; 290,55 ;   8,076473 ;   46,11
708,37 ; 290,88 ;   7,881184 ;   45,13
710,37 ; 291,28 ;   9,293688 ;   53,49
712,37 ; 291,60 ;   8,061521 ;   46,36
714,37 ; 291,95 ;   8,938216 ;   51,80
716,37 ; 292,26 ;   8,577708 ;   49,00
718,37 ; 292,42 ;   8,776138 ;   50,39
720,37 ; 292,63 ;   10,708405 ;   61,23
722,37 ; 292,92 ;   10,009660 ;   58,00
724,37 ; 293,16 ;   8,761559 ;   50,16
726,37 ; 293,35 ;   9,293900 ;   53,57
728,38 ; 293,54 ;   9,989303 ;   57,27
730,38 ; 293,72 ;   9,831544 ;   56,92
732,38 ; 293,92 ;   9,992384 ;   57,15
734,38 ; 294,08 ;   9,472058 ;   54,93
736,38 ; 294,31 ;   10,171491 ;   58,15
738,38 ; 294,47 ;   8,938157 ;   51,68
740,38 ; 294,59 ;   9,995787 ;   57,17
742,38 ; 294,75 ;   10,349429 ;   59,35
744,38 ; 294,95 ;   9,836527 ;   56,72
746,39 ; 295,07 ;   9,294787 ;   53,29
748,39 ; 295,24 ;   10,173858 ;   58,31
750,39 ; 295,44 ;   9,478103 ;   54,39
752,39 ; 295,59 ;   9,118670 ;   52,05
754,39 ; 295,84 ;   9,652549 ;   55,15
756,39 ; 295,88 ;   8,064261 ;   46,68
758,39 ; 296,10 ;   10,686851 ;   61,86
760,39 ; 296,25 ;   8,420276 ;   48,37
762,40 ; 296,40 ;   9,294811 ;   53,11
764,40 ; 296,50 ;   9,135376 ;   52,66
766,40 ; 296,64 ;   9,657503 ;   55,92
768,40 ; 296,80 ;   9,118112 ;   52,61
770,40 ; 297,03 ;   8,760892 ;   50,31
772,40 ; 297,14 ;   7,723081 ;   44,73
774,40 ; 297,33 ;   9,298699 ;   53,07
776,40 ; 297,36 ;   8,083906 ;   46,53
778,40 ; 297,47 ;   10,156749 ;   58,17
780,40 ; 297,59 ;   9,136121 ;   52,06
782,41 ; 297,65 ;   8,943532 ;   51,08
784,41 ; 297,79 ;   9,634927 ;   55,02
786,41 ; 297,95 ;   8,419425 ;   48,69
788,41 ; 298,08 ;   8,082740 ;   46,88
790,41 ; 298,13 ;   8,419681 ;   48,06
792,41 ; 298,16 ;   9,475795 ;   54,35
794,41 ; 298,29 ;   9,634114 ;   55,52
796,41 ; 298,39 ;   8,243570 ;   47,46
798,41 ; 298,47 ;   8,583378 ;   49,36
800,42 ; 298,52 ;   8,777328 ;   50,82
802,42 ; 298,63 ;   9,122276 ;   52,40
804,42 ; 298,66 ;   8,240908 ;   47,89
806,42 ; 298,84 ;   9,300432 ;   53,62
808,42 ; 298,89 ;   7,203957 ;   41,77
810,42 ; 298,98 ;   8,940012 ;   51,43
812,42 ; 298,98 ;   8,419889 ;   48,17
814,42 ; 299,03 ;   9,478341 ;   54,01
816,42 ; 299,08 ;   8,782629 ;   50,96
818,42 ; 299,18 ;   8,762364 ;   50,80
820,43 ; 299,26 ;   8,060361 ;   46,27
822,43 ; 299,27 ;   8,261123 ;   47,64
824,43 ; 299,38 ;   9,139841 ;   52,24
826,43 ; 299,38 ;   7,902814 ;   45,39
828,43 ; 299,41 ;   9,117373 ;   52,96
830,43 ; 299,48 ;   8,603959 ;   49,92
832,43 ; 299,58 ;   8,244925 ;   47,27
834,43 ; 299,59 ;   7,885833 ;   45,05
836,43 ; 299,64 ;   8,783570 ;   50,77
838,44 ; 299,69 ;   8,427199 ;   48,24
840,44 ; 299,74 ;   8,423146 ;   48,01
842,44 ; 299,74 ;   8,243746 ;   47,15
844,44 ; 299,77 ;   8,938914 ;   51,21
846,44 ; 299,80 ;   8,597825 ;   49,37
848,44 ; 299,92 ;   8,424428 ;   48,64
850,44 ; 299,85 ;   7,204180 ;   41,02
852,44 ; 299,89 ;   9,635549 ;   55,85
854,44 ; 299,97 ;   8,245694 ;   47,57
856,45 ; 299,94 ;   7,708641 ;   44,25
858,45 ; 299,97 ;   9,141199 ;   52,50
860,45 ; 299,95 ;   8,246869 ;   47,72
862,45 ; 300,03 ;   8,940648 ;   51,89
864,45 ; 300,06 ;   7,547416 ;   43,33
866,45 ; 300,10 ;   8,242115 ;   47,18
868,45 ; 300,15 ;   8,080444 ;   46,37
870,45 ; 300,09 ;   7,908065 ;   45,51
872,45 ; 300,20 ;   9,297483 ;   53,93
874,46 ; 300,09 ;   7,030329 ;   40,60
876,46 ; 300,20 ;   9,996592 ;   57,36
878,46 ; 300,24 ;   7,027832 ;   40,57
880,46 ; 300,18 ;   7,726078 ;   44,89
882,46 ; 300,15 ;   9,299706 ;   53,30
884,46 ; 300,20 ;   8,941406 ;   51,15
886,46 ; 300,28 ;   7,904194 ;   45,10
888,46 ; 300,31 ;   7,210644 ;   41,70
890,46 ; 300,33 ;   7,902938 ;   45,52
892,46 ; 300,26 ;   8,062780 ;   46,55
894,47 ; 300,26 ;   9,301709 ;   53,26
896,47 ; 300,33 ;   8,439450 ;   48,05
898,47 ; 300,36 ;   7,385481 ;   42,42
900,47 ; 300,41 ;   7,901971 ;   45,09
902,47 ; 300,28 ;   7,548657 ;   43,63
904,47 ; 300,31 ;   9,815736 ;   56,99
906,47 ; 300,31 ;   7,906500 ;   45,24
908,47 ; 300,29 ;   8,245091 ;   47,52
910,47 ; 300,29 ;   8,599881 ;   49,35
912,48 ; 300,38 ;   8,245674 ;   47,59
914,48 ; 300,27 ;   7,029692 ;   40,09
916,48 ; 300,24 ;   9,837005 ;   56,30
918,48 ; 300,33 ;   8,598174 ;   49,49
920,48 ; 300,34 ;   7,032344 ;   40,89
922,48 ; 300,34 ;   8,080040 ;   46,57
924,48 ; 300,30 ;   8,264243 ;   47,11
926,48 ; 300,30 ;   8,586107 ;   49,57
928,48 ; 300,40 ;   8,240730 ;   47,23
930,48 ; 300,31 ;   6,851919 ;   39,73
932,49 ; 300,28 ;   9,300426 ;   53,45
934,49 ; 300,31 ;   8,599777 ;   49,56
936,49 ; 300,38 ;   7,725774 ;   44,73
938,49 ; 300,36 ;   7,386337 ;   42,03
940,49 ; 300,38 ;   8,243917 ;   47,85
942,49 ; 300,30 ;   7,901261 ;   45,41
944,49 ; 300,36 ;   9,122141 ;   52,12
946,49 ; 300,30 ;   7,384457 ;   42,54
948,49 ; 300,35 ;   8,779651 ;   50,89
950,50 ; 300,34 ;   7,545394 ;   43,09
952,50 ; 300,35 ;   8,242846 ;   47,76
954,50 ; 300,41 ;   7,908013 ;   45,32
956,50 ; 300,41 ;   7,366513 ;   42,09
958,50 ; 300,30 ;   8,086568 ;   46,08
960,50 ; 300,30 ;   9,476739 ;   54,12
962,50 ; 300,34 ;   8,066006 ;   46,59
964,50 ; 300,34 ;   7,726347 ;   44,07
966,50 ; 300,40 ;   8,064796 ;   46,34
968,50 ; 300,40 ;   7,206386 ;   41,33
970,51 ; 300,26 ;   7,883194 ;   45,89
972,51 ; 300,42 ;   10,015508 ;   57,04
974,51 ; 300,38 ;   5,798259 ;   33,58
976,51 ; 300,28 ;   8,586250 ;   49,37
978,51 ; 300,31 ;   9,299317 ;   53,33
