Tempo total (s) ;Temperatura (ºC) ; Potencia atual (W) ; Saida
P:   5.68 I: 104.06 D:  26.00 Tensão:6.65 V Temperatura ambiente:     20.33ºC
2,00 ; 299,98 ;   9,644994 ;   55,37
4,00 ; 300,01 ;   7,002685 ;   40,61
6,00 ; 300,05 ;   7,538491 ;   43,35
8,00 ; 299,98 ;   7,182028 ;   41,35
10,00 ; 300,02 ;   8,773222 ;   50,40
12,01 ; 299,99 ;   7,358166 ;   42,73
14,01 ; 299,95 ;   8,057962 ;   46,90
16,01 ; 299,99 ;   8,418297 ;   48,90
18,01 ; 300,06 ;   7,184771 ;   41,72
20,01 ; 299,99 ;   6,842747 ;   39,58
22,01 ; 299,94 ;   8,775481 ;   50,36
24,01 ; 300,02 ;   8,591112 ;   49,52
26,01 ; 299,98 ;   6,843894 ;   39,27
28,01 ; 300,08 ;   8,235478 ;   47,53
30,01 ; 300,04 ;   6,482748 ;   37,76
32,02 ; 300,01 ;   8,235485 ;   47,78
34,02 ; 299,98 ;   8,236597 ;   47,38
36,02 ; 300,03 ;   8,058105 ;   46,94
38,02 ; 300,02 ;   7,200116 ;   41,48
40,02 ; 299,94 ;   8,056668 ;   46,18
42,02 ; 299,95 ;   8,929901 ;   51,24
44,02 ; 299,92 ;   7,715904 ;   44,86
46,02 ; 300,02 ;   8,252303 ;   47,31
48,02 ; 299,92 ;   6,647727 ;   38,12
50,02 ; 299,88 ;   9,109468 ;   52,50
52,03 ; 299,95 ;   8,595072 ;   49,33
54,03 ; 300,04 ;   7,018841 ;   40,28
56,03 ; 299,87 ;   6,664279 ;   38,02
58,03 ; 299,92 ;   10,161685 ;   58,61
60,03 ; 299,94 ;   7,202306 ;   41,59
62,03 ; 299,99 ;   7,718225 ;   44,39
64,03 ; 299,95 ;   7,177343 ;   41,20
66,03 ; 300,02 ;   8,431903 ;   48,97
68,03 ; 299,97 ;   6,844057 ;   39,91
70,03 ; 300,10 ;   8,412449 ;   48,83
72,04 ; 300,09 ;   5,965128 ;   34,81
74,04 ; 300,05 ;   7,898397 ;   45,84
76,04 ; 300,10 ;   8,236659 ;   47,17
78,04 ; 299,99 ;   7,201450 ;   41,12
80,04 ; 299,97 ;   9,289679 ;   53,28
82,04 ; 300,02 ;   8,233966 ;   47,07
84,04 ; 300,12 ;   7,178572 ;   41,61
86,04 ; 299,98 ;   6,305074 ;   36,98
88,04 ; 300,06 ;   9,627414 ;   55,04
90,04 ; 299,95 ;   6,842647 ;   39,02
92,05 ; 299,97 ;   9,448744 ;   54,11
94,05 ; 300,02 ;   7,536025 ;   43,60
96,05 ; 300,05 ;   7,179638 ;   41,60
98,05 ; 300,01 ;   7,198437 ;   41,95
100,05 ; 299,98 ;   8,412975 ;   48,56
102,05 ; 300,03 ;   8,073663 ;   46,96
104,05 ; 299,95 ;   7,198237 ;   41,51
106,05 ; 300,08 ;   8,932093 ;   51,80
108,05 ; 300,04 ;   5,965836 ;   34,89
110,05 ; 300,08 ;   8,252495 ;   47,80
112,05 ; 300,01 ;   7,183674 ;   41,80
114,06 ; 299,97 ;   8,752239 ;   50,27
116,06 ; 300,01 ;   8,407092 ;   48,19
118,06 ; 300,04 ;   7,375964 ;   42,20
120,06 ; 300,08 ;   7,359308 ;   42,60
122,06 ; 300,01 ;   7,194954 ;   41,79
124,06 ; 300,03 ;   8,751104 ;   50,26
126,06 ; 300,04 ;   7,537317 ;   43,20
128,06 ; 299,94 ;   7,714410 ;   44,31
130,06 ; 300,03 ;   9,110589 ;   52,96
132,06 ; 300,01 ;   6,661802 ;   38,01
134,07 ; 299,98 ;   8,070381 ;   46,79
136,07 ; 299,97 ;   8,073043 ;   46,93
138,07 ; 300,02 ;   8,054021 ;   46,45
140,07 ; 299,94 ;   7,177968 ;   41,56
142,07 ; 299,97 ;   8,949805 ;   51,24
144,07 ; 299,99 ;   7,357549 ;   42,99
146,07 ; 300,06 ;   7,540331 ;   43,44
148,07 ; 299,96 ;   6,838132 ;   39,57
150,07 ; 299,98 ;   9,109205 ;   52,84
152,07 ; 299,98 ;   7,536857 ;   43,48
154,08 ; 300,02 ;   7,872957 ;   45,21
156,08 ; 299,92 ;   7,359470 ;   42,73
158,08 ; 299,98 ;   9,110165 ;   52,49
160,08 ; 300,02 ;   7,017128 ;   40,61
162,08 ; 299,99 ;   7,353180 ;   42,74
164,08 ; 300,01 ;   8,071625 ;   46,91
166,08 ; 299,99 ;   7,539476 ;   43,93
168,08 ; 299,97 ;   8,073724 ;   46,33
170,08 ; 299,99 ;   8,251715 ;   47,04
172,08 ; 299,98 ;   7,537932 ;   43,45
174,08 ; 299,98 ;   7,898864 ;   45,80
176,09 ; 299,97 ;   7,875638 ;   45,23
178,09 ; 300,02 ;   8,074056 ;   46,47
180,09 ; 299,97 ;   7,200620 ;   41,59
182,09 ; 299,98 ;   8,412981 ;   48,78
184,09 ; 300,01 ;   7,715209 ;   44,08
186,09 ; 299,98 ;   7,538195 ;   43,37
188,09 ; 299,92 ;   8,056925 ;   46,97
190,09 ; 299,95 ;   8,771044 ;   50,21
192,09 ; 300,03 ;   7,535909 ;   43,74
194,09 ; 299,98 ;   6,662277 ;   38,64
196,10 ; 299,99 ;   8,412159 ;   48,71
198,10 ; 300,02 ;   7,719910 ;   44,63
200,10 ; 299,96 ;   7,534179 ;   43,34
202,10 ; 299,99 ;   8,593440 ;   49,42
204,10 ; 300,05 ;   7,375221 ;   42,90
206,10 ; 300,05 ;   6,999633 ;   40,24
208,10 ; 300,10 ;   7,697784 ;   44,84
210,10 ; 300,03 ;   7,199411 ;   41,11
212,10 ; 300,01 ;   8,769389 ;   50,15
214,10 ; 299,92 ;   8,072251 ;   46,82
216,11 ; 299,99 ;   8,949907 ;   51,93
218,11 ; 299,97 ;   7,017645 ;   40,00
220,11 ; 299,99 ;   8,232406 ;   47,06
222,11 ; 300,01 ;   7,537301 ;   43,47
224,11 ; 300,05 ;   7,539128 ;   43,95
226,11 ; 299,94 ;   7,179657 ;   41,37
228,11 ; 300,04 ;   9,465179 ;   54,16
230,11 ; 299,99 ;   6,499714 ;   37,43
232,11 ; 299,98 ;   8,413829 ;   48,65
234,11 ; 300,04 ;   7,876993 ;   45,82
236,12 ; 300,03 ;   7,019920 ;   40,89
238,12 ; 299,94 ;   7,891818 ;   45,54
240,12 ; 299,99 ;   9,110268 ;   52,42
242,12 ; 299,98 ;   7,178960 ;   41,16
244,12 ; 299,97 ;   7,898453 ;   45,82
246,12 ; 299,95 ;   8,050978 ;   46,49
248,12 ; 300,02 ;   8,232396 ;   47,20
250,12 ; 299,98 ;   6,842789 ;   39,88
252,12 ; 300,04 ;   8,236877 ;   47,56
254,12 ; 299,98 ;   7,018697 ;   40,90
256,13 ; 299,95 ;   8,574550 ;   49,28
258,13 ; 299,99 ;   8,411465 ;   48,36
260,13 ; 299,99 ;   7,177920 ;   41,75
262,13 ; 300,04 ;   7,897439 ;   45,21
264,13 ; 300,06 ;   7,184226 ;   41,48
266,13 ; 300,05 ;   7,534899 ;   43,07
268,13 ; 300,04 ;   7,898910 ;   45,41
