Tempo total (s) ;Temperatura (ºC) ; Potencia atual (W) ; Saida
P:   5.68 I: 104.06 D:  26.00 Tensão:6.659 V Temperatura ambiente:     21.34ºC
2,00 ; 300,02 ;   7,726484 ;   44,98
4,00 ; 299,99 ;   7,365313 ;   42,49
6,00 ; 300,02 ;   8,083373 ;   46,66
8,00 ; 300,02 ;   7,546923 ;   43,07
10,00 ; 299,99 ;   7,721106 ;   44,80
12,01 ; 300,08 ;   8,083064 ;   46,66
14,01 ; 299,99 ;   6,667811 ;   38,09
16,01 ; 299,99 ;   8,956973 ;   51,27
18,01 ; 300,02 ;   7,727081 ;   44,92
20,01 ; 299,97 ;   7,542049 ;   43,06
22,01 ; 299,99 ;   8,421509 ;   48,52
24,01 ; 299,92 ;   7,545892 ;   43,20
26,01 ; 299,98 ;   8,778059 ;   50,52
28,01 ; 300,03 ;   7,027338 ;   40,37
30,02 ; 300,02 ;   7,204083 ;   41,25
32,02 ; 300,02 ;   7,881830 ;   45,95
34,02 ; 300,01 ;   7,726173 ;   44,80
36,02 ; 299,98 ;   7,907617 ;   45,42
38,02 ; 299,97 ;   8,065310 ;   46,70
40,02 ; 299,97 ;   8,062903 ;   46,22
42,02 ; 299,98 ;   7,907728 ;   45,07
44,02 ; 299,98 ;   7,545571 ;   43,83
46,02 ; 299,96 ;   7,721400 ;   44,98
48,02 ; 300,02 ;   8,064209 ;   46,85
50,03 ; 300,04 ;   7,026993 ;   40,77
52,03 ; 300,04 ;   7,364491 ;   42,94
54,03 ; 300,02 ;   7,722887 ;   44,67
56,03 ; 299,99 ;   8,083592 ;   46,53
58,03 ; 300,02 ;   8,084284 ;   46,66
60,03 ; 300,08 ;   7,543936 ;   43,07
62,03 ; 300,02 ;   6,846035 ;   39,82
64,03 ; 299,96 ;   8,603501 ;   49,40
66,03 ; 299,96 ;   8,597903 ;   49,14
68,03 ; 299,96 ;   7,906421 ;   45,11
70,04 ; 300,02 ;   7,899151 ;   45,11
72,04 ; 300,02 ;   7,026300 ;   40,76
74,04 ; 299,99 ;   7,726302 ;   44,80
76,04 ; 299,92 ;   8,084276 ;   46,66
78,04 ; 300,03 ;   8,781792 ;   50,53
80,04 ; 300,04 ;   6,330457 ;   36,64
82,04 ; 299,97 ;   7,723053 ;   44,09
84,04 ; 300,05 ;   8,761967 ;   50,26
86,04 ; 300,01 ;   6,667721 ;   38,23
88,05 ; 299,97 ;   8,438034 ;   48,30
90,05 ; 299,97 ;   8,261170 ;   47,95
92,05 ; 299,97 ;   7,904052 ;   45,07
94,05 ; 299,96 ;   7,883505 ;   45,07
96,05 ; 299,98 ;   7,903583 ;   45,70
98,05 ; 299,99 ;   7,542293 ;   43,26
100,05 ; 299,98 ;   7,726951 ;   44,37
102,05 ; 299,98 ;   7,899797 ;   45,57
104,05 ; 299,99 ;   7,723078 ;   44,99
106,05 ; 299,96 ;   7,725083 ;   44,37
108,06 ; 300,03 ;   8,258564 ;   47,44
110,06 ; 299,98 ;   6,847029 ;   39,54
112,06 ; 300,05 ;   8,420176 ;   48,46
114,06 ; 299,99 ;   6,846538 ;   39,40
116,06 ; 300,04 ;   8,599796 ;   49,56
118,06 ; 299,92 ;   7,206979 ;   41,22
120,06 ; 300,05 ;   9,474723 ;   54,00
122,06 ; 299,96 ;   5,971064 ;   34,79
124,06 ; 299,99 ;   9,119257 ;   52,05
126,06 ; 299,99 ;   7,385692 ;   42,64
128,07 ; 300,03 ;   7,722539 ;   44,95
130,07 ; 300,02 ;   7,188880 ;   41,85
132,07 ; 299,98 ;   7,905858 ;   45,97
134,07 ; 299,96 ;   8,243233 ;   47,30
136,07 ; 300,05 ;   8,065573 ;   46,86
138,07 ; 300,03 ;   6,489078 ;   37,67
140,07 ; 300,04 ;   8,061581 ;   46,45
142,07 ; 300,04 ;   7,724744 ;   44,10
144,07 ; 300,02 ;   7,726764 ;   44,67
146,07 ; 300,03 ;   8,061551 ;   46,53
148,08 ; 299,94 ;   7,546629 ;   43,56
150,08 ; 300,04 ;   9,137153 ;   52,17
152,08 ; 300,05 ;   6,491121 ;   37,17
154,08 ; 299,98 ;   7,547443 ;   43,42
156,08 ; 300,04 ;   8,761290 ;   50,16
158,08 ; 299,96 ;   7,027922 ;   40,62
160,08 ; 299,98 ;   8,778556 ;   50,87
162,08 ; 299,99 ;   7,543292 ;   43,24
164,08 ; 299,96 ;   7,726778 ;   44,35
166,08 ; 300,03 ;   8,243192 ;   47,42
168,09 ; 299,98 ;   6,846400 ;   39,52
170,09 ; 300,05 ;   8,422968 ;   48,44
172,09 ; 300,02 ;   6,848631 ;   39,38
174,09 ; 299,99 ;   8,261240 ;   47,68
176,09 ; 299,98 ;   8,084047 ;   46,66
178,09 ; 299,98 ;   7,906792 ;   45,55
180,09 ; 299,94 ;   7,723095 ;   44,97
182,09 ; 299,98 ;   8,437814 ;   48,71
184,09 ; 299,94 ;   7,208531 ;   41,52
186,10 ; 299,99 ;   8,418867 ;   48,72
188,10 ; 300,03 ;   7,009914 ;   40,91
190,10 ; 299,94 ;   7,185633 ;   41,84
192,10 ; 300,04 ;   9,138032 ;   52,18
194,10 ; 299,96 ;   6,489653 ;   37,18
196,10 ; 300,05 ;   8,759725 ;   50,89
198,10 ; 300,03 ;   6,488579 ;   37,67
200,10 ; 299,96 ;   8,064462 ;   46,45
202,10 ; 300,02 ;   8,775341 ;   50,31
204,10 ; 299,95 ;   7,028802 ;   40,77
