Tempo total (s) ;Temperatura (ºC) ; Potencia atual (W) ; Saida
P:  12.00 I: 119.90 D:  29.90 Tensão:5.236 V
2,03 ; 299,88 ;   7,016728 ;   70,67
4,07 ; 299,88 ;   8,311839 ;   83,11
6,10 ; 299,85 ;   8,315312 ;   83,13
8,13 ; 299,90 ;   8,714354 ;   87,58
10,17 ; 299,99 ;   7,411002 ;   74,63
12,20 ; 299,88 ;   6,517277 ;   65,23
14,23 ; 299,90 ;   10,312982 ;  103,89
16,27 ; 299,91 ;   7,820739 ;   78,81
18,30 ; 299,90 ;   8,014132 ;   80,02
20,33 ; 299,94 ;   8,521397 ;   85,75
22,37 ; 299,98 ;   7,520621 ;   75,64
24,40 ; 299,91 ;   7,317595 ;   73,70
26,43 ; 300,02 ;   9,514614 ;   95,24
28,47 ; 299,97 ;   6,315830 ;   63,69
30,50 ; 299,95 ;   9,025082 ;   90,45
32,53 ; 299,95 ;   8,619367 ;   86,61
34,57 ; 299,89 ;   8,221982 ;   82,49
36,60 ; 299,97 ;   9,230589 ;   92,82
38,63 ; 299,96 ;   6,834687 ;   68,44
40,67 ; 299,95 ;   8,330193 ;   83,71
42,70 ; 299,95 ;   8,529650 ;   85,29
44,73 ; 300,06 ;   8,239946 ;   82,54
46,77 ; 299,98 ;   6,024313 ;   60,45
48,80 ; 299,99 ;   9,531185 ;   95,85
50,83 ; 300,01 ;   8,034170 ;   80,60
52,87 ; 300,01 ;   7,936597 ;   79,03
54,90 ; 299,92 ;   8,137314 ;   81,78
56,93 ; 299,94 ;   9,757934 ;   97,99
58,97 ; 299,95 ;   7,915559 ;   79,90
61,00 ; 299,95 ;   8,118494 ;   81,19
63,03 ; 300,06 ;   8,225892 ;   82,58
65,07 ; 300,06 ;   6,016095 ;   60,49
67,10 ; 299,99 ;   8,126948 ;   81,15
69,13 ; 300,01 ;   9,447262 ;   94,41
71,17 ; 300,06 ;   7,943905 ;   79,05
73,20 ; 299,97 ;   7,140045 ;   71,49
75,23 ; 300,05 ;   9,846214 ;   98,82
77,27 ; 300,01 ;   6,637308 ;   66,07
79,30 ; 300,12 ;   9,052265 ;   90,07
81,33 ; 300,06 ;   6,132700 ;   61,16
83,36 ; 300,08 ;   9,045433 ;   90,74
85,40 ; 300,01 ;   7,850556 ;   78,13
87,43 ; 300,09 ;   9,458400 ;   94,14
89,46 ; 300,02 ;   6,643382 ;   67,00
91,50 ; 300,03 ;   9,462371 ;   94,04
93,53 ; 300,06 ;   7,856553 ;   78,67
95,57 ; 300,08 ;   7,557600 ;   75,53
97,60 ; 300,05 ;   7,854313 ;   78,08
99,63 ; 300,05 ;   8,558770 ;   85,24
101,66 ; 299,99 ;   8,168084 ;   81,09
103,70 ; 300,03 ;   9,269708 ;   92,87
105,73 ; 300,02 ;   7,461593 ;   74,48
107,76 ; 300,05 ;   8,467513 ;   84,31
109,80 ; 300,06 ;   7,461058 ;   74,18
111,83 ; 300,02 ;   7,966233 ;   79,59
113,86 ; 300,08 ;   8,971468 ;   89,81
115,90 ; 300,01 ;   6,947303 ;   69,74
117,93 ; 300,05 ;   9,468374 ;   94,01
119,96 ; 300,08 ;   7,255244 ;   72,75
122,00 ; 300,05 ;   7,651008 ;   76,60
124,03 ; 300,03 ;   8,564291 ;   85,14
126,06 ; 300,01 ;   8,557154 ;   85,42
128,10 ; 300,10 ;   8,561492 ;   85,69
130,13 ; 300,09 ;   6,345756 ;   63,87
132,16 ; 300,03 ;   8,362350 ;   83,34
134,20 ; 300,03 ;   9,061514 ;   90,88
136,23 ; 300,02 ;   8,159183 ;   81,23
138,26 ; 300,16 ;   8,437973 ;   84,17
140,30 ; 300,03 ;   5,328445 ;   53,41
142,33 ; 300,08 ;   10,439076 ;  104,61
144,36 ; 300,13 ;   7,240143 ;   72,33
146,40 ; 300,09 ;   7,137715 ;   71,75
148,43 ; 300,08 ;   8,740479 ;   87,36
150,46 ; 300,08 ;   8,147015 ;   81,93
152,50 ; 300,09 ;   8,044079 ;   80,53
154,53 ; 300,10 ;   7,951792 ;   79,04
156,56 ; 299,98 ;   7,748395 ;   77,45
158,60 ; 300,13 ;   10,266663 ;  102,30
160,63 ; 300,09 ;   5,546335 ;   55,10
162,66 ; 300,06 ;   8,760607 ;   87,25
164,70 ; 300,01 ;   8,454365 ;   84,76
166,73 ; 300,05 ;   9,064920 ;   90,93
168,76 ; 300,09 ;   7,258235 ;   72,44
170,80 ; 300,08 ;   7,460159 ;   74,80
172,83 ; 300,03 ;   8,160643 ;   81,77
174,86 ; 300,15 ;   8,963490 ;   89,22
176,90 ; 299,98 ;   5,845858 ;   58,83
178,93 ; 300,02 ;   11,086143 ;  110,44
180,96 ; 300,01 ;   7,563744 ;   75,59
183,00 ; 300,04 ;   8,265666 ;   82,58
185,03 ; 300,05 ;   7,564789 ;   75,30
187,06 ; 300,05 ;   7,762485 ;   77,86
189,10 ; 300,09 ;   8,069088 ;   80,61
191,13 ; 300,06 ;   7,463547 ;   74,70
193,16 ; 300,02 ;   8,470366 ;   84,62
195,20 ; 300,09 ;   8,981113 ;   89,31
197,23 ; 300,13 ;   6,760796 ;   67,77
199,26 ; 300,03 ;   7,258229 ;   72,79
201,30 ; 300,12 ;   9,786594 ;   97,34
203,33 ; 300,05 ;   6,462968 ;   64,58
205,36 ; 300,06 ;   9,186471 ;   91,51
207,40 ; 300,09 ;   7,975937 ;   79,00
209,43 ; 300,13 ;   7,571455 ;   75,95
211,46 ; 300,02 ;   7,264418 ;   72,70
213,50 ; 299,96 ;   10,085211 ;  100,20
215,53 ; 300,14 ;   9,186788 ;   91,21
217,56 ; 300,05 ;   4,751402 ;   47,67
219,60 ; 300,02 ;   9,588149 ;   95,56
221,63 ; 300,02 ;   8,781553 ;   87,76
223,66 ; 300,02 ;   8,078526 ;   80,86
225,70 ; 299,99 ;   8,071213 ;   80,86
227,73 ; 300,04 ;   8,574889 ;   85,27
229,76 ; 300,08 ;   7,265900 ;   72,30
231,80 ; 300,08 ;   7,360281 ;   73,19
233,83 ; 300,03 ;   8,074338 ;   80,07
235,86 ; 300,04 ;   8,884057 ;   88,90
237,89 ; 300,04 ;   7,979615 ;   79,15
239,93 ; 300,09 ;   8,078518 ;   80,52
241,96 ; 300,04 ;   7,167178 ;   71,67
243,99 ; 300,08 ;   8,883756 ;   88,76
246,03 ; 300,09 ;   7,373846 ;   73,11
248,06 ; 300,06 ;   7,874819 ;   78,52
250,09 ; 300,13 ;   8,485522 ;   84,30
252,13 ; 300,10 ;   6,867869 ;   68,36
254,16 ; 300,14 ;   8,370320 ;   83,78
256,19 ; 300,05 ;   7,269645 ;   72,26
258,23 ; 300,09 ;   9,597312 ;   95,34
260,26 ; 300,05 ;   7,476108 ;   74,27
262,29 ; 300,08 ;   8,578558 ;   85,66
264,33 ; 300,12 ;   7,569643 ;   75,71
266,36 ; 300,01 ;   7,267160 ;   72,46
268,39 ; 300,04 ;   9,989191 ;   99,98
270,43 ; 300,05 ;   7,464274 ;   74,77
272,46 ; 300,05 ;   7,775099 ;   77,33
274,49 ; 300,09 ;   8,073849 ;   80,07
276,53 ; 300,04 ;   7,476465 ;   74,17
278,56 ; 299,97 ;   8,889923 ;   88,51
280,59 ; 300,06 ;   9,393216 ;   93,49
282,63 ; 299,99 ;   6,362549 ;   63,41
284,66 ; 300,01 ;   9,392728 ;   93,21
286,69 ; 300,13 ;   7,781051 ;   77,85
288,73 ; 300,12 ;   5,856567 ;   58,50
290,76 ; 300,06 ;   8,080415 ;   80,62
292,79 ; 300,01 ;   8,979501 ;   89,53
294,83 ; 300,09 ;   9,083939 ;   90,18
