Tempo total (s) ;Temperatura (ºC) ; Potencia atual (W) ; Saida
P:  12.50 I: 100.00 D:  23.80 Tensão:5.223 V
2,03 ; 300,13 ;   8,072674 ;   80,69
4,07 ; 300,17 ;   8,678138 ;   86,57
6,10 ; 300,24 ;   7,671279 ;   76,80
8,13 ; 300,18 ;   7,268779 ;   72,42
10,17 ; 300,22 ;   9,287366 ;   92,59
12,20 ; 300,15 ;   7,774068 ;   77,19
14,23 ; 300,15 ;   9,485679 ;   94,03
16,27 ; 300,20 ;   8,380474 ;   83,71
18,30 ; 300,20 ;   7,672413 ;   76,21
20,33 ; 300,13 ;   8,176197 ;   81,78
22,37 ; 300,20 ;   9,587666 ;   95,29
24,40 ; 300,22 ;   7,268799 ;   72,64
26,43 ; 300,23 ;   7,973137 ;   79,16
28,47 ; 300,33 ;   8,075070 ;   80,05
30,50 ; 300,29 ;   6,764761 ;   67,35
32,53 ; 300,31 ;   8,784876 ;   87,21
34,57 ; 300,31 ;   7,780973 ;   77,69
36,60 ; 300,31 ;   8,176268 ;   81,04
38,63 ; 300,31 ;   8,075325 ;   80,96
40,67 ; 300,38 ;   8,072299 ;   80,88
42,70 ; 300,34 ;   6,969888 ;   69,61
44,73 ; 300,36 ;   8,782588 ;   87,26
46,77 ; 300,35 ;   7,671822 ;   76,60
48,80 ; 300,29 ;   8,184565 ;   81,18
50,83 ; 300,38 ;   8,990752 ;   89,88
52,87 ; 300,33 ;   6,659205 ;   67,00
54,90 ; 300,34 ;   8,687352 ;   86,93
56,93 ; 300,34 ;   7,876459 ;   78,75
58,97 ; 300,33 ;   7,979325 ;   79,81
61,00 ; 300,18 ;   8,079195 ;   80,96
63,03 ; 300,23 ;   10,394364 ;  103,34
65,07 ; 300,20 ;   7,268449 ;   72,88
67,10 ; 300,18 ;   8,775127 ;   87,04
69,13 ; 300,20 ;   8,382236 ;   83,76
71,17 ; 300,24 ;   7,875783 ;   78,94
73,20 ; 300,20 ;   7,373515 ;   73,73
75,23 ; 300,22 ;   8,780861 ;   87,98
77,27 ; 300,22 ;   7,773158 ;   77,34
79,30 ; 300,22 ;   8,072804 ;   80,71
81,33 ; 300,30 ;   8,072705 ;   80,66
83,37 ; 300,23 ;   6,668666 ;   66,93
85,40 ; 300,28 ;   9,083032 ;   90,61
87,43 ; 300,20 ;   7,269054 ;   72,81
89,47 ; 300,27 ;   9,388301 ;   93,27
91,50 ; 300,23 ;   6,969712 ;   69,46
93,53 ; 300,27 ;   8,479881 ;   84,65
95,56 ; 300,27 ;   7,567061 ;   75,05
97,60 ; 300,20 ;   7,978005 ;   79,55
99,63 ; 300,24 ;   9,081655 ;   90,67
101,66 ; 300,26 ;   7,268368 ;   72,87
103,70 ; 300,20 ;   7,772111 ;   77,19
105,73 ; 300,20 ;   8,884881 ;   88,10
107,76 ; 300,28 ;   8,079567 ;   80,05
109,80 ; 300,28 ;   6,762696 ;   67,58
111,83 ; 300,23 ;   7,871410 ;   78,93
113,86 ; 300,27 ;   8,676844 ;   86,32
115,90 ; 300,13 ;   7,468884 ;   74,43
117,93 ; 300,17 ;   10,188650 ;  101,30
119,96 ; 300,09 ;   7,368517 ;   73,24
122,00 ; 300,16 ;   9,386218 ;   93,72
124,03 ; 300,09 ;   6,861931 ;   68,71
126,06 ; 300,17 ;   9,282093 ;   92,53
128,10 ; 300,18 ;   6,757933 ;   67,40
130,13 ; 300,15 ;   7,870588 ;   78,68
132,16 ; 300,17 ;   8,476946 ;   84,75
134,20 ; 300,15 ;   7,664850 ;   76,41
136,23 ; 300,16 ;   8,370029 ;   83,53
138,26 ; 300,15 ;   7,762439 ;   77,58
140,30 ; 300,20 ;   8,264632 ;   82,30
142,33 ; 300,17 ;   7,256191 ;   72,52
144,36 ; 300,20 ;   8,369722 ;   83,06
146,40 ; 300,20 ;   7,466042 ;   74,62
148,43 ; 300,06 ;   8,073272 ;   80,38
150,46 ; 300,17 ;   10,081996 ;  100,31
152,50 ; 300,16 ;   6,363091 ;   63,47
154,53 ; 300,14 ;   8,062520 ;   80,67
156,56 ; 300,15 ;   8,372786 ;   83,21
158,60 ; 300,13 ;   7,867683 ;   78,51
160,63 ; 300,04 ;   8,372761 ;   83,34
162,66 ; 300,10 ;   9,382246 ;   93,55
164,70 ; 300,18 ;   7,155923 ;   71,03
166,73 ; 300,15 ;   6,757151 ;   67,71
168,76 ; 300,15 ;   8,465825 ;   84,07
170,80 ; 300,04 ;   7,962320 ;   79,46
172,83 ; 300,06 ;   9,680088 ;   96,83
174,86 ; 300,10 ;   7,764960 ;   77,08
176,90 ; 300,08 ;   7,458998 ;   74,28
178,93 ; 300,13 ;   8,369705 ;   83,70
180,96 ; 300,10 ;   7,258829 ;   72,79
183,00 ; 300,17 ;   8,372022 ;   83,35
185,03 ; 300,18 ;   6,857605 ;   68,70
187,06 ; 300,09 ;   7,764903 ;   77,71
189,10 ; 300,14 ;   9,382116 ;   93,71
191,13 ; 300,04 ;   7,164853 ;   71,28
193,16 ; 300,10 ;   9,581073 ;   95,40
195,20 ; 300,10 ;   7,051732 ;   70,59
197,23 ; 300,17 ;   7,961567 ;   79,71
199,26 ; 300,08 ;   6,850069 ;   68,50
201,30 ; 300,09 ;   9,370255 ;   93,66
203,33 ; 300,05 ;   7,859290 ;   78,68
205,36 ; 300,09 ;   8,465428 ;   84,77
207,40 ; 300,09 ;   7,560712 ;   75,21
209,43 ; 300,05 ;   7,960774 ;   79,76
211,46 ; 300,04 ;   8,462879 ;   84,71
213,50 ; 300,06 ;   8,259174 ;   82,61
215,53 ; 300,05 ;   7,662775 ;   76,59
217,56 ; 300,09 ;   8,167724 ;   81,24
219,60 ; 300,12 ;   7,565772 ;   75,11
221,63 ; 299,98 ;   7,457000 ;   74,69
223,66 ; 300,09 ;   10,080056 ;  100,36
225,69 ; 300,12 ;   6,448464 ;   64,78
227,73 ; 300,06 ;   7,464702 ;   74,64
229,76 ; 300,05 ;   8,771284 ;   87,88
231,79 ; 300,05 ;   8,157873 ;   81,11
233,83 ; 299,99 ;   7,960840 ;   79,96
235,86 ; 299,98 ;   8,970969 ;   89,88
237,89 ; 300,05 ;   8,168184 ;   81,98
239,93 ; 299,98 ;   6,963994 ;   69,66
