Tempo total (s) ;Temperatura (ºC) ; Potencia atual (W) ; Saida
P:   5.68 I: 104.06 D:  26.00 Tensão:6.65 V Temperatura ambiente:     20.20ºC
2,00 ; 300,06 ;   7,021886 ;   40,52
4,00 ; 299,91 ;   7,716486 ;   44,51
6,00 ; 299,95 ;   9,828694 ;   56,89
8,00 ; 299,92 ;   7,524606 ;   43,46
10,00 ; 299,99 ;   8,239024 ;   47,64
12,01 ; 300,01 ;   7,020144 ;   40,32
14,01 ; 299,99 ;   7,713202 ;   44,27
16,01 ; 299,96 ;   8,058832 ;   46,66
18,01 ; 299,99 ;   8,235471 ;   48,00
20,01 ; 300,02 ;   7,539315 ;   43,21
22,01 ; 300,04 ;   7,537803 ;   43,65
24,01 ; 300,01 ;   7,542027 ;   43,51
26,01 ; 299,98 ;   8,233669 ;   47,73
28,01 ; 299,95 ;   8,234700 ;   47,28
30,01 ; 299,99 ;   8,410421 ;   48,67
32,02 ; 299,99 ;   7,360175 ;   42,06
34,02 ; 299,98 ;   7,898130 ;   45,52
36,02 ; 299,97 ;   8,055130 ;   46,14
38,02 ; 299,94 ;   8,055038 ;   46,81
40,02 ; 300,03 ;   8,412498 ;   48,15
42,02 ; 300,02 ;   6,664118 ;   38,39
44,02 ; 300,01 ;   8,055919 ;   46,55
46,02 ; 299,98 ;   8,054992 ;   46,01
48,02 ; 300,01 ;   8,236825 ;   47,30
50,02 ; 299,96 ;   7,535713 ;   43,71
52,02 ; 300,06 ;   8,577401 ;   49,17
54,03 ; 299,99 ;   6,484240 ;   37,63
56,03 ; 299,99 ;   8,772480 ;   50,71
58,03 ; 299,99 ;   7,890842 ;   45,52
60,03 ; 300,05 ;   7,878416 ;   45,52
62,03 ; 300,03 ;   7,018233 ;   40,55
64,03 ; 300,09 ;   8,235157 ;   47,02
66,03 ; 300,01 ;   7,002792 ;   40,94
68,03 ; 299,94 ;   8,947275 ;   51,18
70,03 ; 300,10 ;   8,949771 ;   51,01
72,03 ; 299,98 ;   5,609891 ;   32,77
74,04 ; 300,04 ;   9,448982 ;   54,20
76,04 ; 300,03 ;   7,200453 ;   41,20
