Tempo total (s) ;Temperatura (ºC) ; Potencia atual (W) ; Saida
P:  12.50 I: 100.00 D:  23.80 Tensão:5.233 V
2,03 ; 299,90 ;   8,646435 ;   89,63
4,07 ; 299,96 ;   8,934721 ;   92,43
6,10 ; 299,96 ;   7,391220 ;   76,80
8,13 ; 299,92 ;   8,255914 ;   85,96
10,17 ; 299,96 ;   8,944084 ;   92,18
12,20 ; 300,01 ;   7,771433 ;   80,27
14,23 ; 299,97 ;   7,574734 ;   78,54
16,27 ; 299,95 ;   8,841983 ;   91,61
18,30 ; 299,96 ;   8,643678 ;   89,63
20,33 ; 299,95 ;   8,067539 ;   83,73
22,37 ; 299,96 ;   8,546031 ;   88,51
24,40 ; 299,91 ;   8,058592 ;   83,75
26,43 ; 299,92 ;   9,029518 ;   93,50
28,47 ; 299,97 ;   8,257579 ;   85,43
30,50 ; 299,94 ;   7,665132 ;   79,14
32,53 ; 299,91 ;   8,725016 ;   90,97
34,57 ; 299,94 ;   8,725372 ;   90,14
36,60 ; 299,97 ;   8,053094 ;   83,01
38,63 ; 299,95 ;   7,856141 ;   81,48
40,67 ; 299,94 ;   8,625653 ;   89,79
42,70 ; 299,96 ;   8,419064 ;   87,62
44,73 ; 299,89 ;   7,938833 ;   82,76
46,76 ; 299,98 ;   9,384289 ;   97,38
48,80 ; 300,08 ;   6,971287 ;   72,21
50,83 ; 300,05 ;   6,872736 ;   71,02
52,86 ; 300,01 ;   8,498972 ;   88,45
54,90 ; 299,89 ;   8,882203 ;   92,46
56,93 ; 300,03 ;   10,052251 ;  104,25
58,96 ; 300,01 ;   6,201798 ;   64,76
61,00 ; 299,94 ;   8,597188 ;   89,05
63,03 ; 299,97 ;   9,278634 ;   96,80
65,06 ; 299,92 ;   7,829576 ;   81,56
67,10 ; 299,94 ;   8,956411 ;   93,59
69,13 ; 299,97 ;   8,077916 ;   84,27
71,16 ; 299,91 ;   7,755142 ;   81,60
73,20 ; 299,89 ;   9,036644 ;   94,88
75,23 ; 299,88 ;   8,673125 ;   90,63
77,26 ; 299,92 ;   8,571122 ;   89,71
79,30 ; 299,92 ;   7,707058 ;   80,01
81,33 ; 299,91 ;   8,282591 ;   86,88
83,36 ; 299,88 ;   8,475279 ;   88,14
85,40 ; 299,94 ;   8,959518 ;   93,24
87,43 ; 299,87 ;   7,419508 ;   77,61
89,46 ; 299,88 ;   9,354063 ;   97,95
91,50 ; 299,82 ;   8,288488 ;   86,46
93,53 ; 299,80 ;   9,248973 ;   96,33
95,56 ; 299,87 ;   8,672251 ;   90,86
97,60 ; 299,91 ;   7,520573 ;   78,68
99,63 ; 299,80 ;   7,715930 ;   80,41
101,66 ; 299,88 ;   10,125833 ;  105,92
103,70 ; 299,85 ;   7,328521 ;   76,40
105,73 ; 299,88 ;   8,767723 ;   91,60
107,76 ; 299,88 ;   8,090891 ;   84,48
109,80 ; 299,88 ;   8,391830 ;   87,94
111,83 ; 299,89 ;   8,378757 ;   87,97
113,86 ; 299,84 ;   8,216312 ;   85,52
115,90 ; 299,83 ;   9,153371 ;   95,29
117,93 ; 299,90 ;   8,686309 ;   90,95
119,96 ; 299,95 ;   7,439985 ;   77,52
121,99 ; 299,90 ;   7,712996 ;   80,38
124,03 ; 299,99 ;   9,095411 ;   94,71
126,06 ; 300,01 ;   6,973604 ;   72,96
128,09 ; 299,92 ;   8,139434 ;   84,20
130,13 ; 299,89 ;   9,674513 ;  100,15
132,16 ; 299,94 ;   8,934110 ;   92,57
134,19 ; 299,96 ;   7,758480 ;   80,57
136,23 ; 299,96 ;   8,033587 ;   83,72
138,26 ; 299,91 ;   8,417247 ;   87,16
140,29 ; 299,90 ;   9,100187 ;   94,62
142,33 ; 299,94 ;   8,730656 ;   90,27
144,36 ; 299,95 ;   7,847607 ;   81,80
146,39 ; 299,94 ;   8,313767 ;   86,28
148,43 ; 299,91 ;   8,505445 ;   88,68
150,46 ; 299,98 ;   8,792564 ;   91,29
152,49 ; 299,98 ;   7,378872 ;   76,70
154,53 ; 300,04 ;   8,316119 ;   86,99
156,56 ; 299,91 ;   7,528260 ;   78,29
158,59 ; 299,94 ;   10,197955 ;  106,16
160,63 ; 299,99 ;   8,117847 ;   84,17
162,66 ; 299,89 ;   7,515543 ;   78,91
164,69 ; 299,89 ;   9,906545 ;  103,07
166,73 ; 299,96 ;   8,497414 ;   88,24
168,76 ; 299,97 ;   7,415295 ;   77,08
170,79 ; 300,01 ;   8,296093 ;   86,14
172,83 ; 299,99 ;   7,821697 ;   81,08
174,86 ; 299,94 ;   8,582063 ;   89,28
176,89 ; 299,97 ;   9,168946 ;   95,69
178,93 ; 299,92 ;   7,915231 ;   82,74
180,96 ; 300,01 ;   9,051066 ;   94,78
182,99 ; 299,97 ;   7,127909 ;   74,27
185,03 ; 299,95 ;   8,973908 ;   93,05
187,06 ; 299,94 ;   8,768484 ;   91,07
189,09 ; 299,95 ;   8,468585 ;   88,90
191,13 ; 299,97 ;   8,293038 ;   86,53
193,16 ; 300,02 ;   7,966811 ;   83,96
195,19 ; 299,97 ;   7,585863 ;   79,94
197,22 ; 299,94 ;   9,019981 ;   94,25
199,26 ; 299,97 ;   8,869046 ;   92,37
201,29 ; 300,04 ;   7,924065 ;   82,84
203,32 ; 299,97 ;   7,345194 ;   76,24
205,36 ; 299,98 ;   9,361690 ;   97,70
207,39 ; 299,98 ;   8,088562 ;   84,93
209,42 ; 299,92 ;   8,368507 ;   87,22
211,46 ; 300,03 ;   9,331355 ;   97,17
213,49 ; 299,90 ;   6,723733 ;   70,65
215,52 ; 299,95 ;   10,282392 ;  107,78
217,56 ; 299,97 ;   7,713817 ;   80,91
219,59 ; 299,96 ;   8,084604 ;   84,05
221,62 ; 299,98 ;   8,477689 ;   88,73
223,66 ; 299,91 ;   7,966661 ;   83,87
225,69 ; 299,96 ;   9,416419 ;   98,48
227,72 ; 299,92 ;   7,684685 ;   80,76
229,76 ; 300,04 ;   8,941541 ;   93,85
231,79 ; 300,01 ;   6,625987 ;   69,52
233,82 ; 299,90 ;   8,742425 ;   91,62
235,86 ; 299,95 ;   10,028420 ;  104,44
237,89 ; 299,94 ;   7,806076 ;   81,01
239,92 ; 299,92 ;   8,547226 ;   89,12
241,96 ; 299,92 ;   8,641714 ;   90,48
