Tempo total (s) ;Temperatura (ºC) ; Potencia atual (W) ; Saida
P:   9.50 I: 113.00 D:  28.50 Tensão:5.227 V
2,03 ; 250,44 ;   8,457414 ;   85,17
4,07 ; 250,43 ;   6,166076 ;   62,80
6,10 ; 250,41 ;   6,952151 ;   70,08
8,13 ; 250,35 ;   7,155222 ;   72,32
10,17 ; 250,38 ;   7,554979 ;   76,94
12,20 ; 250,38 ;   6,566304 ;   66,25
14,23 ; 250,38 ;   6,860372 ;   69,31
16,27 ; 250,41 ;   6,862111 ;   69,24
18,30 ; 250,30 ;   6,361265 ;   64,72
20,33 ; 250,39 ;   8,259890 ;   83,31
22,37 ; 250,41 ;   5,669160 ;   57,46
24,40 ; 250,35 ;   6,564950 ;   66,61
26,43 ; 250,38 ;   7,556898 ;   76,43
28,46 ; 250,30 ;   6,464508 ;   65,74
30,50 ; 250,38 ;   7,757630 ;   78,83
32,53 ; 250,37 ;   5,864054 ;   59,38
34,56 ; 250,38 ;   6,865198 ;   69,80
36,60 ; 250,38 ;   6,667475 ;   67,58
38,63 ; 250,30 ;   6,758926 ;   68,55
40,66 ; 250,33 ;   7,863493 ;   79,65
42,70 ; 250,30 ;   6,362251 ;   64,73
44,73 ; 250,35 ;   7,258953 ;   73,30
46,76 ; 250,24 ;   6,067622 ;   61,27
48,80 ; 250,32 ;   8,363899 ;   84,11
50,83 ; 250,32 ;   5,763703 ;   58,35
52,86 ; 250,26 ;   6,764456 ;   68,70
54,90 ; 250,30 ;   7,667055 ;   77,58
56,93 ; 250,26 ;   6,162428 ;   62,52
58,96 ; 250,27 ;   7,464757 ;   75,40
61,00 ; 250,32 ;   6,661143 ;   68,00
63,03 ; 250,30 ;   6,068449 ;   61,18
65,06 ; 250,27 ;   7,068638 ;   71,75
67,10 ; 250,27 ;   7,260679 ;   73,05
69,13 ; 250,24 ;   6,767170 ;   68,84
71,16 ; 250,27 ;   7,170172 ;   72,14
73,19 ; 250,30 ;   6,469416 ;   65,63
75,23 ; 250,23 ;   6,367332 ;   64,24
77,26 ; 250,27 ;   7,663029 ;   77,28
79,29 ; 250,24 ;   6,367497 ;   64,46
81,33 ; 250,20 ;   7,069775 ;   71,92
83,36 ; 250,23 ;   7,469106 ;   75,45
85,39 ; 250,27 ;   6,266924 ;   63,60
87,43 ; 250,24 ;   6,369183 ;   64,30
89,46 ; 250,30 ;   7,070159 ;   71,76
91,49 ; 250,27 ;   5,969508 ;   60,79
93,53 ; 250,19 ;   7,169734 ;   72,48
95,56 ; 250,32 ;   7,865925 ;   79,43
97,59 ; 250,23 ;   4,969521 ;   50,03
99,63 ; 250,21 ;   7,866883 ;   79,94
101,66 ; 250,22 ;   7,070322 ;   71,80
103,69 ; 250,26 ;   6,673140 ;   67,53
105,73 ; 250,20 ;   6,171229 ;   62,95
107,76 ; 250,22 ;   7,660692 ;   77,03
109,79 ; 250,23 ;   6,466631 ;   65,33
111,83 ; 250,19 ;   6,567544 ;   66,18
113,86 ; 250,24 ;   7,366371 ;   74,91
115,89 ; 250,27 ;   5,970515 ;   60,83
117,92 ; 250,23 ;   6,368408 ;   64,73
119,96 ; 250,21 ;   7,165398 ;   72,26
121,99 ; 250,21 ;   7,065369 ;   71,41
124,02 ; 250,20 ;   6,766235 ;   68,25
126,06 ; 250,19 ;   6,965060 ;   70,45
128,09 ; 250,20 ;   6,867018 ;   69,45
130,12 ; 250,26 ;   6,661432 ;   67,26
132,16 ; 250,27 ;   5,864477 ;   59,34
134,19 ; 250,22 ;   6,557792 ;   66,51
136,22 ; 250,17 ;   7,365304 ;   74,20
