Tempo total (s) ;Temperatura (ºC) ; Potencia atual (W) ; Saida
P:  12.50 I: 100.00 D:  23.80 Tensão:5.233 V
2,03 ; 299,99 ;   8,288453 ;   84,08
4,07 ; 299,99 ;   8,387115 ;   85,42
6,10 ; 299,97 ;   8,169156 ;   83,13
8,13 ; 300,01 ;   8,443669 ;   86,86
10,17 ; 299,97 ;   7,547012 ;   77,23
12,20 ; 300,02 ;   8,721269 ;   89,16
14,23 ; 299,97 ;   7,366579 ;   75,99
16,27 ; 300,05 ;   8,836287 ;   90,30
18,30 ; 300,03 ;   6,775009 ;   69,78
20,33 ; 300,02 ;   8,454804 ;   86,07
22,37 ; 299,98 ;   8,353627 ;   85,12
24,40 ; 299,92 ;   8,555584 ;   87,80
26,43 ; 299,98 ;   9,162007 ;   93,18
28,47 ; 299,94 ;   7,286252 ;   74,11
30,50 ; 300,01 ;   8,865185 ;   90,71
32,53 ; 299,96 ;   7,079943 ;   72,68
34,57 ; 299,98 ;   8,844757 ;   90,42
36,60 ; 299,99 ;   7,778616 ;   79,85
38,63 ; 299,99 ;   8,066592 ;   82,04
40,67 ; 299,97 ;   8,135798 ;   83,18
42,70 ; 299,97 ;   8,446422 ;   86,91
44,73 ; 299,97 ;   8,160133 ;   83,49
46,77 ; 300,01 ;   8,161525 ;   83,50
48,80 ; 299,94 ;   7,559455 ;   77,30
50,83 ; 299,96 ;   9,228151 ;   94,20
52,87 ; 299,99 ;   7,863712 ;   80,20
54,90 ; 299,99 ;   7,663431 ;   78,66
56,93 ; 299,98 ;   8,160543 ;   83,24
58,97 ; 299,92 ;   8,253588 ;   84,48
61,00 ; 299,96 ;   9,151396 ;   93,28
63,03 ; 299,94 ;   7,563050 ;   77,94
65,07 ; 299,98 ;   8,560370 ;   87,40
67,10 ; 299,96 ;   7,474335 ;   76,52
69,13 ; 299,96 ;   8,555756 ;   87,12
71,17 ; 299,96 ;   8,155833 ;   83,70
73,20 ; 299,89 ;   8,166280 ;   83,71
75,23 ; 299,96 ;   9,222702 ;   94,90
77,27 ; 299,96 ;   7,171180 ;   73,46
79,30 ; 299,88 ;   8,157701 ;   83,76
81,33 ; 299,89 ;   9,530379 ;   97,43
83,37 ; 299,98 ;   8,059055 ;   82,41
85,40 ; 300,02 ;   6,775391 ;   69,81
87,43 ; 299,92 ;   7,667791 ;   78,56
89,47 ; 299,87 ;   9,632447 ;   98,04
91,50 ; 299,96 ;   9,146939 ;   93,05
93,53 ; 299,92 ;   6,875354 ;   70,17
95,57 ; 299,99 ;   8,848783 ;   90,10
97,60 ; 299,98 ;   7,163745 ;   73,22
99,63 ; 300,01 ;   8,248901 ;   84,76
101,67 ; 299,92 ;   7,767324 ;   79,89
103,70 ; 299,92 ;   9,439086 ;   96,99
105,73 ; 300,04 ;   8,258886 ;   84,43
107,77 ; 300,03 ;   6,380090 ;   65,82
109,80 ; 299,96 ;   8,263549 ;   84,19
111,83 ; 300,01 ;   9,249121 ;   94,23
113,87 ; 299,89 ;   7,478447 ;   76,49
115,90 ; 299,95 ;   9,919135 ;  101,99
117,93 ; 299,89 ;   7,474139 ;   76,17
119,97 ; 299,95 ;   9,035334 ;   92,88
122,00 ; 299,97 ;   7,475374 ;   76,21
