Tempo total (s) ;Temperatura (ºC) ; Potencia atual (W) ; Saida
P:  12.50 I: 100.00 D:  23.80 Tensão:5.233 V
2,03 ; 300,12 ;   8,692588 ;   89,17
4,07 ; 300,10 ;   8,586792 ;   88,29
6,10 ; 300,09 ;   8,483624 ;   87,31
8,13 ; 300,18 ;   8,473501 ;   87,49
10,17 ; 300,04 ;   6,811668 ;   70,27
12,20 ; 300,15 ;   10,313877 ;  106,31
14,23 ; 300,03 ;   6,616099 ;   68,32
16,27 ; 300,09 ;   9,935473 ;  102,93
18,30 ; 300,06 ;   7,486552 ;   77,08
20,33 ; 300,15 ;   8,571797 ;   88,79
22,37 ; 300,05 ;   6,914840 ;   71,68
24,40 ; 300,08 ;   9,638830 ;   99,12
26,43 ; 300,14 ;   7,894652 ;   81,66
28,47 ; 300,13 ;   7,298710 ;   75,13
30,50 ; 300,14 ;   8,380477 ;   86,72
32,53 ; 300,09 ;   7,872332 ;   81,92
34,57 ; 300,20 ;   8,966012 ;   92,87
36,60 ; 300,09 ;   6,539200 ;   67,45
38,63 ; 300,15 ;   9,762943 ;  100,80
40,67 ; 300,15 ;   7,216663 ;   74,83
42,70 ; 300,16 ;   8,108749 ;   83,94
44,73 ; 300,10 ;   7,912904 ;   81,42
46,77 ; 300,17 ;   9,062169 ;   93,60
48,80 ; 300,02 ;   7,127311 ;   73,25
50,83 ; 300,15 ;   10,551985 ;  108,36
52,87 ; 300,09 ;   6,229822 ;   64,36
54,90 ; 300,09 ;   9,066561 ;   93,69
56,93 ; 300,06 ;   8,195779 ;   84,52
58,97 ; 299,99 ;   8,591566 ;   88,23
61,00 ; 300,04 ;   9,250927 ;   95,97
63,03 ; 300,03 ;   7,614195 ;   78,22
65,07 ; 300,03 ;   8,393400 ;   86,32
67,10 ; 300,12 ;   8,291768 ;   85,17
69,13 ; 300,02 ;   6,918667 ;   71,49
71,17 ; 300,06 ;   9,766975 ;  100,19
73,20 ; 300,06 ;   7,496721 ;   77,87
75,23 ; 300,14 ;   8,184704 ;   84,71
77,27 ; 300,15 ;   7,022286 ;   72,27
79,30 ; 300,13 ;   7,991817 ;   82,42
81,33 ; 300,17 ;   8,497230 ;   87,25
83,37 ; 300,08 ;   7,425511 ;   76,34
85,40 ; 300,12 ;   9,569118 ;   98,07
87,43 ; 300,08 ;   7,639433 ;   78,11
89,47 ; 300,08 ;   8,803707 ;   90,01
91,50 ; 300,04 ;   8,189717 ;   84,28
93,53 ; 300,10 ;   8,789501 ;   90,47
95,57 ; 300,15 ;   7,213828 ;   74,80
97,60 ; 300,08 ;   7,427410 ;   76,47
99,63 ; 300,14 ;   9,181091 ;   94,47
101,67 ; 300,13 ;   7,227870 ;   74,23
103,70 ; 300,12 ;   8,303600 ;   85,82
105,73 ; 300,15 ;   8,207102 ;   84,74
107,77 ; 300,10 ;   7,628602 ;   78,60
109,80 ; 300,20 ;   8,806744 ;   90,59
111,83 ; 300,04 ;   6,644777 ;   68,80
113,87 ; 300,12 ;   10,472170 ;  107,32
115,90 ; 300,09 ;   7,028960 ;   72,01
117,93 ; 300,14 ;   8,603427 ;   88,39
119,97 ; 300,03 ;   7,342978 ;   75,10
122,00 ; 300,05 ;   9,751598 ;  100,46
124,03 ; 300,01 ;   7,810085 ;   80,72
126,07 ; 300,04 ;   8,911079 ;   91,59
128,10 ; 299,99 ;   7,714924 ;   79,76
130,13 ; 300,05 ;   8,907401 ;   91,78
132,17 ; 300,02 ;   7,221005 ;   74,98
134,20 ; 300,02 ;   8,795120 ;   90,32
136,23 ; 300,09 ;   8,221987 ;   84,60
138,27 ; 299,96 ;   7,132083 ;   73,41
140,30 ; 300,06 ;   10,077559 ;  103,56
142,33 ; 300,09 ;   6,736582 ;   69,13
144,37 ; 300,12 ;   7,829349 ;   80,25
146,40 ; 300,13 ;   7,625087 ;   78,68
148,43 ; 300,09 ;   7,926108 ;   81,98
150,47 ; 300,09 ;   8,692046 ;   89,31
152,50 ; 300,09 ;   8,125634 ;   83,57
154,53 ; 299,96 ;   8,125920 ;   83,55
156,57 ; 300,04 ;   10,092700 ;  103,42
158,60 ; 299,99 ;   7,038169 ;   72,71
160,63 ; 300,02 ;   8,914067 ;   91,58
162,67 ; 300,01 ;   7,822471 ;   81,00
164,70 ; 300,04 ;   8,317007 ;   85,66
166,73 ; 300,09 ;   7,730516 ;   79,55
168,77 ; 300,06 ;   7,450998 ;   76,65
170,80 ; 300,01 ;   8,529702 ;   87,22
172,83 ; 300,01 ;   8,983756 ;   92,47
174,87 ; 300,17 ;   8,228777 ;   84,47
176,90 ; 300,04 ;   5,678391 ;   58,38
178,93 ; 300,08 ;   10,089578 ;  103,45
180,97 ; 300,04 ;   7,521862 ;   77,80
183,00 ; 300,04 ;   8,696980 ;   89,71
185,03 ; 300,04 ;   8,131161 ;   83,99
187,07 ; 300,08 ;   8,135483 ;   83,98
189,10 ; 300,10 ;   7,537824 ;   77,75
191,13 ; 300,04 ;   7,739494 ;   79,72
193,17 ; 300,03 ;   9,089078 ;   93,07
195,20 ; 300,06 ;   8,325204 ;   85,15
197,23 ; 300,03 ;   7,737239 ;   79,03
199,27 ; 300,09 ;   8,593184 ;   88,56
201,30 ; 300,04 ;   7,333720 ;   75,29
203,33 ; 300,02 ;   8,816937 ;   90,72
205,37 ; 299,98 ;   8,502182 ;   87,58
207,40 ; 299,97 ;   8,726140 ;   89,11
209,43 ; 300,04 ;   8,499439 ;   87,03
211,47 ; 299,96 ;   7,152303 ;   73,57
213,50 ; 299,97 ;   9,406048 ;   96,27
215,53 ; 299,98 ;   8,115737 ;   83,61
217,57 ; 300,03 ;   8,030345 ;   82,27
219,60 ; 300,02 ;   7,536029 ;   77,11
221,63 ; 299,97 ;   8,419678 ;   86,45
223,67 ; 300,05 ;   8,894892 ;   91,61
225,70 ; 300,01 ;   6,976872 ;   71,09
227,73 ; 300,06 ;   8,934591 ;   91,11
229,77 ; 300,02 ;   7,351833 ;   75,55
231,80 ; 300,02 ;   8,838197 ;   90,99
233,83 ; 300,01 ;   8,257847 ;   84,13
235,87 ; 300,04 ;   8,339653 ;   85,36
237,90 ; 299,99 ;   7,741249 ;   79,25
239,93 ; 300,09 ;   8,929928 ;   91,27
241,97 ; 300,10 ;   6,754057 ;   69,50
244,00 ; 300,09 ;   7,844407 ;   80,71
246,04 ; 300,10 ;   8,323222 ;   85,45
248,07 ; 300,03 ;   7,843620 ;   80,66
250,10 ; 299,99 ;   9,189081 ;   94,10
252,13 ; 300,02 ;   8,832300 ;   90,02
254,17 ; 300,12 ;   7,850337 ;   80,58
256,20 ; 300,05 ;   6,562443 ;   67,86
258,23 ; 300,02 ;   9,019131 ;   92,62
260,27 ; 300,04 ;   8,712582 ;   89,68
262,30 ; 300,05 ;   7,862463 ;   80,23
264,33 ; 300,04 ;   7,958911 ;   81,16
266,37 ; 300,06 ;   8,319194 ;   85,92
268,40 ; 300,06 ;   7,736949 ;   79,90
270,44 ; 300,03 ;   8,130546 ;   83,31
272,47 ; 299,91 ;   8,628938 ;   88,27
274,50 ; 299,98 ;   9,950443 ;  102,34
276,53 ; 300,02 ;   7,255820 ;   74,02
278,57 ; 299,94 ;   7,736263 ;   79,34
280,60 ; 299,99 ;   9,380451 ;   96,34
282,63 ; 300,06 ;   7,433357 ;   76,22
284,67 ; 300,04 ;   7,150051 ;   73,04
286,70 ; 300,02 ;   8,495007 ;   87,04
288,74 ; 299,96 ;   8,521613 ;   87,33
290,77 ; 299,99 ;   9,014837 ;   92,59
292,80 ; 300,04 ;   7,737609 ;   79,63
294,83 ; 300,01 ;   7,435481 ;   76,75
296,87 ; 300,02 ;   8,620319 ;   88,57
