Tempo total (s) ;Temperatura (ºC) ; Potencia atual (W) ; Saida
P:   5.30 I: 114.00 D:  26.00 Tensão:7.0 V Temperatura ambiente:     20.61ºC
2,00 ; 299,96 ;   7,776954 ;   41,51
4,00 ; 299,98 ;   8,165153 ;   43,83
6,00 ; 299,97 ;   7,410500 ;   39,94
8,00 ; 300,03 ;   7,993785 ;   42,71
10,01 ; 299,92 ;   7,024178 ;   37,00
12,01 ; 300,03 ;   9,309821 ;   49,43
14,01 ; 299,98 ;   6,288172 ;   33,78
16,01 ; 299,99 ;   8,361851 ;   44,79
18,01 ; 300,01 ;   7,584438 ;   40,98
20,01 ; 299,99 ;   7,588408 ;   40,36
22,01 ; 299,99 ;   7,991931 ;   42,59
24,01 ; 300,02 ;   7,800237 ;   41,52
26,01 ; 300,04 ;   7,412464 ;   39,78
28,01 ; 300,02 ;   7,412699 ;   39,65
30,01 ; 299,95 ;   8,165302 ;   43,00
32,02 ; 299,98 ;   8,725981 ;   46,61
34,02 ; 299,95 ;   7,217902 ;   38,87
36,02 ; 299,95 ;   8,361040 ;   44,46
38,02 ; 299,98 ;   7,777605 ;   41,78
40,02 ; 300,02 ;   7,218135 ;   38,88
42,02 ; 300,01 ;   7,392170 ;   39,25
44,02 ; 299,91 ;   7,776140 ;   41,98
46,02 ; 299,99 ;   9,115625 ;   48,41
48,02 ; 299,98 ;   6,831122 ;   36,16
50,02 ; 300,03 ;   7,970207 ;   42,12
52,03 ; 299,98 ;   7,223589 ;   38,10
54,03 ; 300,03 ;   8,363364 ;   44,81
56,03 ; 299,97 ;   7,214980 ;   38,10
58,03 ; 299,99 ;   8,555259 ;   45,96
60,03 ; 300,02 ;   7,393961 ;   39,92
62,03 ; 299,98 ;   7,407470 ;   39,80
64,03 ; 299,95 ;   8,166975 ;   43,73
66,03 ; 299,99 ;   8,336710 ;   44,48
68,03 ; 299,92 ;   7,221570 ;   38,32
70,03 ; 299,97 ;   8,729150 ;   46,77
72,04 ; 299,97 ;   7,202290 ;   38,45
74,04 ; 299,96 ;   7,778073 ;   41,68
76,04 ; 300,06 ;   7,974386 ;   42,26
78,04 ; 299,98 ;   6,464669 ;   34,19
80,04 ; 299,98 ;   8,726629 ;   46,98
82,04 ; 300,03 ;   7,776783 ;   41,60
84,04 ; 300,04 ;   7,216434 ;   38,12
86,04 ; 300,05 ;   7,608011 ;   40,76
88,04 ; 300,02 ;   7,583588 ;   40,14
90,04 ; 299,98 ;   8,343605 ;   44,11
92,04 ; 299,92 ;   8,166089 ;   43,74
94,05 ; 299,98 ;   8,729962 ;   46,23
96,05 ; 299,97 ;   7,024010 ;   37,29
98,05 ; 299,97 ;   7,973757 ;   42,76
100,05 ; 300,06 ;   7,778820 ;   41,68
102,05 ; 299,98 ;   6,462257 ;   34,73
104,05 ; 299,94 ;   8,727921 ;   46,98
106,05 ; 300,03 ;   8,535201 ;   45,08
108,05 ; 300,04 ;   6,463240 ;   34,90
110,05 ; 300,08 ;   7,587141 ;   40,77
112,05 ; 299,95 ;   7,219608 ;   38,40
114,06 ; 299,98 ;   9,480287 ;   50,95
116,06 ; 300,02 ;   7,219181 ;   38,91
118,06 ; 300,03 ;   7,410186 ;   39,28
120,06 ; 300,02 ;   7,609444 ;   40,27
122,06 ; 299,96 ;   7,969388 ;   42,50
124,06 ; 300,02 ;   8,553279 ;   45,48
126,06 ; 299,96 ;   7,046709 ;   37,66
128,06 ; 300,04 ;   8,550572 ;   45,49
130,06 ; 300,06 ;   6,658520 ;   35,92
132,06 ; 300,02 ;   7,392033 ;   39,56
134,07 ; 300,02 ;   8,337548 ;   44,65
136,07 ; 299,96 ;   7,800680 ;   41,42
138,07 ; 300,02 ;   8,536447 ;   45,48
140,07 ; 299,88 ;   7,022225 ;   37,65
142,07 ; 300,04 ;   9,672205 ;   51,86
144,07 ; 299,94 ;   5,712376 ;   30,01
146,07 ; 299,89 ;   9,112149 ;   48,84
148,07 ; 299,98 ;   8,537074 ;   45,34
150,07 ; 299,97 ;   6,636704 ;   35,15
152,07 ; 300,01 ;   7,972420 ;   42,77
154,08 ; 300,01 ;   7,218400 ;   38,80
156,08 ; 300,01 ;   7,803306 ;   41,49
158,08 ; 300,03 ;   7,777123 ;   41,49
160,08 ; 300,03 ;   7,412776 ;   39,75
162,08 ; 300,14 ;   7,781809 ;   41,36
164,08 ; 300,06 ;   6,270000 ;   33,23
166,08 ; 300,01 ;   8,727326 ;   46,55
168,08 ; 300,01 ;   8,532596 ;   45,23
170,08 ; 299,90 ;   7,799246 ;   41,46
172,08 ; 300,03 ;   9,289352 ;   49,58
174,08 ; 300,05 ;   6,076753 ;   32,20
176,09 ; 300,02 ;   7,410774 ;   39,60
178,09 ; 300,05 ;   8,357863 ;   44,11
180,09 ; 299,99 ;   7,219549 ;   38,52
182,09 ; 299,98 ;   8,553067 ;   45,84
184,09 ; 299,89 ;   7,993058 ;   42,12
186,09 ; 299,98 ;   9,118181 ;   48,55
188,09 ; 300,02 ;   6,637275 ;   35,14
190,09 ; 299,99 ;   7,411746 ;   39,28
192,09 ; 300,01 ;   8,165883 ;   43,17
194,09 ; 300,06 ;   7,602823 ;   40,39
196,10 ; 299,97 ;   7,024694 ;   37,41
198,10 ; 299,99 ;   9,115451 ;   48,13
200,10 ; 300,09 ;   7,410674 ;   39,94
202,10 ; 300,05 ;   6,464056 ;   34,59
204,10 ; 299,97 ;   8,166815 ;   43,36
206,10 ; 300,08 ;   8,923038 ;   47,58
208,10 ; 300,01 ;   6,269252 ;   33,54
210,10 ; 299,95 ;   8,728739 ;   46,29
212,10 ; 300,04 ;   8,728483 ;   46,09
214,10 ; 299,97 ;   6,460706 ;   34,83
216,11 ; 300,04 ;   8,728379 ;   46,50
218,11 ; 300,01 ;   6,852546 ;   36,44
220,11 ; 300,04 ;   8,165876 ;   43,60
222,11 ; 300,02 ;   7,409085 ;   39,13
224,11 ; 299,98 ;   8,166542 ;   43,02
226,11 ; 300,04 ;   8,173094 ;   43,72
228,11 ; 300,04 ;   7,021870 ;   37,51
230,11 ; 300,09 ;   7,779577 ;   41,27
232,11 ; 300,04 ;   7,046558 ;   37,79
234,11 ; 300,02 ;   8,359470 ;   44,49
236,11 ; 299,97 ;   7,992231 ;   43,00
238,12 ; 299,97 ;   8,339751 ;   44,86
240,12 ; 300,05 ;   7,800229 ;   41,64
242,12 ; 300,02 ;   6,638125 ;   35,26
244,12 ; 300,01 ;   8,357672 ;   44,07
246,12 ; 300,02 ;   7,803746 ;   41,96
248,12 ; 299,98 ;   7,585889 ;   40,84
250,12 ; 300,02 ;   8,168459 ;   43,70
252,12 ; 300,08 ;   7,413509 ;   39,23
254,12 ; 299,99 ;   6,851035 ;   36,74
256,12 ; 300,01 ;   8,921448 ;   47,42
258,13 ; 299,90 ;   7,608132 ;   40,34
260,13 ; 300,02 ;   9,312319 ;   49,54
262,13 ; 300,02 ;   6,270796 ;   33,31
264,13 ; 300,01 ;   7,782207 ;   41,38
266,13 ; 300,06 ;   7,784306 ;   41,96
268,13 ; 300,04 ;   7,025626 ;   37,36
270,13 ; 299,92 ;   7,973322 ;   42,86
272,13 ; 300,01 ;   9,307212 ;   49,94
274,13 ; 300,10 ;   6,656104 ;   35,50
276,13 ; 299,98 ;   6,467768 ;   34,46
278,14 ; 299,95 ;   9,306032 ;   49,60
280,14 ; 299,97 ;   8,364114 ;   44,44
282,14 ; 300,02 ;   7,584372 ;   40,01
284,14 ; 299,94 ;   7,219969 ;   38,15
286,14 ; 299,98 ;   8,920031 ;   47,18
288,14 ; 299,95 ;   7,220575 ;   38,32
290,14 ; 299,98 ;   8,339326 ;   44,45
292,14 ; 299,97 ;   7,218654 ;   38,86
294,14 ; 300,01 ;   7,973012 ;   42,72
296,14 ; 299,97 ;   7,218579 ;   38,74
298,14 ; 300,02 ;   8,365844 ;   44,33
300,15 ; 300,02 ;   7,220187 ;   38,16
302,15 ; 300,06 ;   7,795761 ;   41,39
304,15 ; 299,98 ;   7,023724 ;   37,91
306,15 ; 300,03 ;   8,730344 ;   46,93
308,15 ; 300,06 ;   7,220169 ;   38,07
310,15 ; 300,03 ;   7,217351 ;   38,98
312,15 ; 300,01 ;   8,166690 ;   43,44
314,15 ; 300,06 ;   8,165152 ;   43,03
316,15 ; 300,03 ;   7,044716 ;   37,35
318,15 ; 300,01 ;   8,168070 ;   43,43
320,16 ; 299,89 ;   8,170375 ;   43,02
322,16 ; 299,99 ;   9,483192 ;   50,11
324,16 ; 299,99 ;   6,444337 ;   34,51
326,16 ; 300,03 ;   7,799495 ;   41,50
328,16 ; 299,98 ;   7,219628 ;   38,60
330,16 ; 299,98 ;   8,361087 ;   44,77
332,16 ; 299,98 ;   7,777827 ;   41,54
334,16 ; 298,48 ;   7,800088 ;   41,54
336,16 ; 294,81 ;   23,427723 ;  125,00
338,17 ; 290,51 ;   23,450266 ;  125,00
340,17 ; 286,45 ;   23,462342 ;  125,00
342,17 ; 282,89 ;   23,458736 ;  125,00
344,17 ; 280,06 ;   23,455554 ;  125,00
346,17 ; 277,66 ;   23,455329 ;  125,00
348,17 ; 275,87 ;   23,447857 ;  125,00
350,17 ; 274,41 ;   23,443679 ;  125,00
