Tempo total (s) ;Temperatura (ºC) ; Potencia atual (W) ; Saida
P:   5.68 I: 104.06 D:  26.00 Tensão:6.636 V Temperatura ambiente:     21.73ºC
2,00 ; 300,03 ;   7,498245 ;   43,35
4,00 ; 299,95 ;   6,622185 ;   38,82
6,00 ; 299,89 ;   8,874651 ;   52,00
8,00 ; 299,92 ;   8,701962 ;   50,02
10,00 ; 299,97 ;   7,494688 ;   43,51
12,01 ; 299,97 ;   7,318568 ;   42,09
14,01 ; 300,01 ;   7,828363 ;   45,55
16,01 ; 299,98 ;   7,315039 ;   42,45
18,01 ; 299,92 ;   8,185120 ;   47,20
20,01 ; 299,85 ;   8,717003 ;   50,44
22,01 ; 299,92 ;   8,893131 ;   51,44
24,01 ; 299,90 ;   6,979322 ;   40,67
26,01 ; 300,01 ;   8,184815 ;   47,73
28,01 ; 299,98 ;   6,463656 ;   37,30
30,02 ; 300,01 ;   8,184614 ;   47,24
32,02 ; 299,97 ;   7,489549 ;   43,65
34,02 ; 299,97 ;   8,364290 ;   48,48
36,02 ; 299,90 ;   7,846104 ;   45,61
38,02 ; 299,96 ;   8,879925 ;   51,21
40,02 ; 299,96 ;   7,159417 ;   41,05
42,02 ; 299,97 ;   7,847951 ;   45,67
44,02 ; 299,89 ;   7,827100 ;   45,05
46,02 ; 300,02 ;   8,882089 ;   51,85
48,02 ; 300,01 ;   6,264756 ;   36,14
50,03 ; 300,03 ;   7,851658 ;   45,99
52,03 ; 300,03 ;   7,492623 ;   43,55
54,03 ; 299,95 ;   7,845244 ;   45,28
56,03 ; 300,01 ;   9,073573 ;   52,11
58,03 ; 300,09 ;   6,979324 ;   40,80
60,03 ; 300,05 ;   6,800855 ;   39,20
62,03 ; 300,01 ;   8,185984 ;   47,44
64,03 ; 299,95 ;   8,364432 ;   48,86
66,03 ; 300,02 ;   8,698936 ;   50,37
68,04 ; 299,99 ;   6,975387 ;   40,17
70,04 ; 300,04 ;   8,200373 ;   47,22
72,04 ; 300,03 ;   7,159281 ;   41,76
74,04 ; 299,98 ;   7,845811 ;   45,84
76,04 ; 300,05 ;   8,363145 ;   48,99
78,04 ; 299,96 ;   6,802049 ;   39,94
80,04 ; 300,01 ;   9,059011 ;   52,58
82,04 ; 299,97 ;   7,152455 ;   41,94
84,04 ; 299,98 ;   8,358605 ;   48,50
86,04 ; 299,99 ;   7,673383 ;   44,38
88,04 ; 300,03 ;   7,669891 ;   44,91
90,05 ; 300,02 ;   7,314458 ;   42,38
92,05 ; 300,09 ;   8,026983 ;   46,51
94,05 ; 300,02 ;   6,783759 ;   39,75
96,05 ; 300,03 ;   8,715156 ;   50,53
98,05 ; 299,97 ;   7,669712 ;   44,10
100,05 ; 300,09 ;   8,700480 ;   50,22
102,05 ; 299,99 ;   6,283150 ;   36,28
104,05 ; 300,04 ;   9,055916 ;   52,38
106,05 ; 299,97 ;   7,136402 ;   41,73
108,06 ; 300,01 ;   8,720155 ;   50,79
110,06 ; 300,04 ;   7,335525 ;   42,49
112,06 ; 300,03 ;   7,312730 ;   42,89
114,06 ; 300,05 ;   7,851325 ;   45,81
116,06 ; 299,98 ;   7,493458 ;   43,37
118,06 ; 300,03 ;   8,716987 ;   50,69
120,06 ; 300,03 ;   7,153777 ;   41,77
122,06 ; 299,94 ;   7,828416 ;   45,22
124,06 ; 299,99 ;   9,058488 ;   52,68
126,06 ; 299,99 ;   7,135619 ;   41,42
128,07 ; 299,90 ;   7,850986 ;   45,45
130,07 ; 300,04 ;   9,053500 ;   52,92
132,07 ; 299,94 ;   5,931085 ;   34,82
134,07 ; 299,98 ;   9,234655 ;   53,27
136,07 ; 299,98 ;   7,335007 ;   42,05
138,07 ; 299,96 ;   7,828265 ;   45,52
140,07 ; 299,98 ;   8,201231 ;   47,38
142,07 ; 300,02 ;   7,491464 ;   43,79
144,07 ; 299,99 ;   7,493768 ;   43,04
146,08 ; 300,08 ;   8,201832 ;   47,21
148,08 ; 299,99 ;   6,640409 ;   38,63
150,08 ; 300,05 ;   8,877075 ;   51,81
152,08 ; 299,97 ;   6,976888 ;   40,49
154,08 ; 299,90 ;   8,874781 ;   51,94
156,08 ; 299,96 ;   8,875581 ;   51,20
158,08 ; 299,97 ;   7,135866 ;   41,05
160,08 ; 300,06 ;   7,830858 ;   45,04
162,08 ; 300,06 ;   6,623602 ;   38,16
164,08 ; 300,01 ;   7,829190 ;   45,07
166,09 ; 299,99 ;   8,542879 ;   49,42
168,09 ; 299,99 ;   8,010497 ;   46,62
170,09 ; 299,98 ;   7,826856 ;   45,47
172,09 ; 300,03 ;   8,025049 ;   46,09
174,09 ; 300,04 ;   7,138821 ;   41,79
176,09 ; 300,10 ;   7,668621 ;   44,62
178,09 ; 300,09 ;   6,982344 ;   40,22
180,09 ; 300,02 ;   8,005012 ;   46,07
182,09 ; 299,98 ;   8,719090 ;   50,50
184,10 ; 300,06 ;   8,205088 ;   47,80
186,10 ; 300,10 ;   6,800869 ;   39,27
188,10 ; 300,10 ;   7,139653 ;   41,92
190,10 ; 300,05 ;   7,670469 ;   44,80
192,10 ; 299,98 ;   8,364022 ;   48,51
194,10 ; 300,05 ;   8,697067 ;   50,65
196,10 ; 299,99 ;   6,798114 ;   39,86
198,10 ; 299,98 ;   8,718827 ;   50,02
200,10 ; 299,99 ;   8,007311 ;   46,03
202,10 ; 299,95 ;   7,669004 ;   44,83
204,11 ; 300,15 ;   8,526528 ;   49,14
206,11 ; 300,03 ;   5,060868 ;   29,52
208,11 ; 299,99 ;   9,230155 ;   53,83
210,11 ; 299,99 ;   8,365981 ;   48,28
212,11 ; 299,95 ;   7,846007 ;   45,40
214,11 ; 300,05 ;   8,523888 ;   49,13
216,11 ; 300,03 ;   6,284091 ;   36,97
218,11 ; 299,95 ;   8,021081 ;   46,90
220,11 ; 299,92 ;   9,059606 ;   52,01
222,11 ; 299,94 ;   8,185287 ;   47,54
224,12 ; 299,96 ;   7,669868 ;   44,57
226,12 ; 300,04 ;   7,510420 ;   43,87
228,12 ; 299,98 ;   6,800114 ;   39,38
230,12 ; 299,95 ;   8,540876 ;   49,50
232,12 ; 299,98 ;   8,361758 ;   48,57
234,12 ; 299,99 ;   7,317249 ;   42,59
236,12 ; 300,05 ;   7,673019 ;   44,85
238,12 ; 299,96 ;   6,974607 ;   40,45
240,12 ; 300,05 ;   9,057030 ;   52,52
242,13 ; 299,99 ;   6,619748 ;   38,14
244,13 ; 300,03 ;   8,717932 ;   50,03
246,13 ; 299,99 ;   7,319290 ;   42,31
248,13 ; 299,94 ;   8,363147 ;   48,30
250,13 ; 299,98 ;   8,537254 ;   49,77
252,13 ; 300,06 ;   7,316288 ;   42,01
254,13 ; 300,10 ;   6,801790 ;   39,25
256,13 ; 300,02 ;   7,135396 ;   41,90
258,13 ; 300,02 ;   8,877147 ;   51,61
260,13 ; 299,97 ;   7,850589 ;   45,27
262,14 ; 300,03 ;   8,363149 ;   49,00
264,14 ; 300,01 ;   6,957514 ;   40,57
266,14 ; 299,96 ;   8,187122 ;   47,04
268,14 ; 300,02 ;   8,523692 ;   49,04
270,14 ; 299,96 ;   7,155800 ;   41,23
272,14 ; 300,01 ;   8,537680 ;   49,62
274,14 ; 300,04 ;   7,159018 ;   41,86
276,14 ; 300,01 ;   7,311798 ;   42,83
278,14 ; 299,92 ;   8,184640 ;   47,62
280,15 ; 300,02 ;   9,052223 ;   52,15
282,15 ; 300,05 ;   6,625525 ;   38,36
284,15 ; 300,09 ;   7,313999 ;   42,17
286,15 ; 300,05 ;   7,333167 ;   42,56
288,15 ; 300,03 ;   8,183583 ;   47,34
290,15 ; 300,02 ;   8,004913 ;   46,89
292,15 ; 300,03 ;   8,026696 ;   46,40
294,15 ; 299,94 ;   7,672122 ;   44,01
296,15 ; 300,01 ;   9,056967 ;   52,62
298,15 ; 300,05 ;   6,958279 ;   40,11
300,16 ; 300,01 ;   7,136353 ;   41,57
302,16 ; 300,06 ;   8,345524 ;   48,75
304,16 ; 300,01 ;   6,979214 ;   40,94
306,16 ; 299,99 ;   8,543987 ;   49,32
308,16 ; 300,06 ;   8,008473 ;   46,53
310,16 ; 300,09 ;   6,798556 ;   39,77
312,16 ; 300,01 ;   7,492449 ;   43,10
314,16 ; 300,03 ;   8,897400 ;   51,03
316,16 ; 299,96 ;   7,494832 ;   43,40
318,16 ; 299,97 ;   8,722049 ;   50,72
320,17 ; 299,97 ;   7,670462 ;   44,92
