Tempo total (s) ;Temperatura (ºC) ; Potencia atual (W) ; Saida
P:   5.30 I: 104.05 D:  26.00 Tensão:7.0 V Temperatura ambiente:     20.84ºC
2,00 ; 299,99 ;   7,973230 ;   42,03
4,00 ; 300,09 ;   8,361577 ;   44,39
6,00 ; 299,98 ;   6,460736 ;   34,74
8,00 ; 300,02 ;   9,114456 ;   48,73
10,00 ; 299,96 ;   7,410921 ;   39,42
12,01 ; 299,99 ;   8,534884 ;   45,63
14,01 ; 299,92 ;   7,408476 ;   39,54
16,01 ; 299,98 ;   8,724358 ;   46,92
18,01 ; 299,97 ;   7,023337 ;   37,44
20,01 ; 299,99 ;   7,970852 ;   42,91
22,01 ; 299,97 ;   7,602808 ;   40,10
24,01 ; 299,97 ;   8,166740 ;   43,45
26,01 ; 299,99 ;   7,773531 ;   41,84
28,01 ; 299,98 ;   7,608750 ;   40,10
30,01 ; 300,02 ;   7,968276 ;   42,30
32,02 ; 300,05 ;   7,411222 ;   39,44
34,02 ; 300,03 ;   7,214673 ;   38,69
36,02 ; 300,03 ;   8,163096 ;   43,12
38,02 ; 300,02 ;   7,778164 ;   41,50
40,02 ; 300,02 ;   7,968891 ;   42,66
42,02 ; 300,05 ;   7,798082 ;   41,58
44,02 ; 299,99 ;   7,216823 ;   38,68
46,02 ; 300,08 ;   8,553156 ;   46,00
48,02 ; 300,08 ;   6,657271 ;   35,32
50,02 ; 299,96 ;   7,778295 ;   41,23
52,03 ; 300,03 ;   9,306412 ;   49,92
54,03 ; 300,03 ;   6,829989 ;   36,63
56,03 ; 300,02 ;   7,777693 ;   41,47
58,03 ; 299,96 ;   7,988988 ;   42,63
60,03 ; 299,97 ;   8,531477 ;   45,61
62,03 ; 300,04 ;   7,775622 ;   41,27
64,03 ; 299,98 ;   6,849052 ;   36,59
66,03 ; 299,98 ;   8,554053 ;   45,49
68,03 ; 299,98 ;   7,780622 ;   41,73
70,03 ; 299,99 ;   7,775769 ;   41,73
72,03 ; 299,96 ;   7,798754 ;   41,15
74,04 ; 299,96 ;   8,355067 ;   44,01
76,04 ; 300,02 ;   7,779627 ;   41,86
78,04 ; 300,01 ;   7,022999 ;   37,80
80,04 ; 299,99 ;   7,970391 ;   42,15
82,04 ; 300,04 ;   7,968900 ;   42,77
84,04 ; 300,03 ;   7,218968 ;   38,21
86,04 ; 299,99 ;   7,991764 ;   42,02
88,04 ; 299,94 ;   8,334459 ;   44,38
90,04 ; 300,04 ;   8,553219 ;   45,75
92,05 ; 300,04 ;   6,460780 ;   34,45
94,05 ; 300,02 ;   7,778258 ;   41,44
96,05 ; 300,05 ;   8,161290 ;   43,17
98,05 ; 300,04 ;   7,237519 ;   38,66
100,05 ; 299,98 ;   7,970634 ;   42,50
102,05 ; 300,02 ;   8,551970 ;   45,48
104,05 ; 300,06 ;   7,390331 ;   39,40
106,05 ; 300,02 ;   7,215493 ;   38,07
108,05 ; 300,04 ;   8,358453 ;   44,77
110,05 ; 300,03 ;   7,411566 ;   39,80
